全国，都道府県，市区町村,自治体コード,人口総数,うち外国人数,外国人比率（%）,2010年外国人比率（％）,自治体コード_文字列
八丈町,13401,7042.0,82.0,1.1644419199091167,1.1663224395577694,13401
青ヶ島村,13402,169.0,,,1.4925373134328357,13402
小笠原村,13421,2929.0,23.0,0.7852509388869922,0.5385996409335727,13421
神奈川県,14000,9237337.0,195535.0,2.116789719807776,1.3890517488805394,14000
横浜市,14100,3777491.0,88067.0,2.3313622719418787,1.43757829500487,14100
横浜市鶴見区,14101,297437.0,12225.0,4.110114074577138,2.138673956014079,14101
横浜市神奈川区,14102,247267.0,6441.0,2.604876510007401,1.4741099006550171,14102
横浜市西区,14103,104935.0,4413.0,4.205460523181017,2.311657372953714,14103
横浜市中区,14104,151388.0,12708.0,8.39432451713478,5.839775941054419,14104
横浜市南区,14105,198157.0,9165.0,4.62512048527178,2.7080901133299005,14105
横浜市保土ケ谷区,14106,207811.0,4975.0,2.394002242422201,1.463941074556946,14106
横浜市磯子区,14107,166731.0,4083.0,2.448854742069561,1.4463632632307628,14107
横浜市金沢区,14108,198939.0,2795.0,1.4049532771352022,1.0651108116631784,14108
横浜市港北区,14109,358530.0,6083.0,1.6966502105820993,1.1272615799266097,14109
横浜市戸塚区,14110,283709.0,3878.0,1.3668935423268207,0.9601784750878524,14110
横浜市港南区,14111,215248.0,2696.0,1.2525087341113506,0.8292270935048394,14111
横浜市旭区,14112,245174.0,2695.0,1.0992193299452633,0.6866173342998017,14112
横浜市緑区,14113,183082.0,3767.0,2.05754798396347,1.044299699939763,14113
横浜市瀬谷区,14114,122623.0,1705.0,1.3904406188072385,0.9014048994192873,14114
横浜市栄区,14115,120194.0,1075.0,0.8943874070253091,0.6334790895840341,14115
横浜市泉区,14116,152378.0,2252.0,1.4779036343829162,1.3346349985227812,14116
横浜市青葉区,14117,310756.0,3989.0,1.2836437590907337,0.8452268671725321,14117
横浜市都筑区,14118,213132.0,3122.0,1.4648199238030892,0.8799081834938963,14118
川崎市,14130,1538262.0,38482.0,2.501654464584057,1.85912149459282,14130
川崎市川崎区,14131,232965.0,13134.0,5.637756744575365,4.137064713244497,14131
川崎市幸区,14132,171119.0,4844.0,2.8307785809875,1.993359790418385,14132
川崎市中原区,14133,263683.0,5240.0,1.9872346719356195,1.593245698407609,14133
川崎市高津区,14134,234328.0,4685.0,1.9993342664982416,1.493375046006625,14134
川崎市多摩区,14135,221734.0,4494.0,2.0267527758485393,1.5503006161930677,14135
川崎市宮前区,14136,233728.0,3385.0,1.4482646495071194,1.08513389410007,14136
川崎市麻生区,14137,180705.0,2700.0,1.4941479206441437,1.0433953603333217,14137
相模原市,14150,725493.0,13334.0,1.8379226264071464,1.1011171440357663,14150
相模原市緑区,14151,170207.0,2935.0,1.7243709130646805,0.92455957137668,14151
相模原市中央区,14152,273875.0,5063.0,1.8486535828388864,1.2037994216968553,14152
相模原市南区,14153,281411.0,5336.0,1.8961589987598209,1.1145777142773834,14153
横須賀市,14201,388078.0,5081.0,1.3092728781327465,0.6669455566843961,14201
平塚市,14203,258422.0,4715.0,1.8245350628042505,1.2849911803052383,14203
鎌倉市,14204,172710.0,1401.0,0.8111863817960743,0.6390766088782313,14204
藤沢市,14205,436905.0,5198.0,1.1897323216717592,0.9695916339767172,14205
小田原市,14206,188856.0,2312.0,1.2242131571144153,0.9393577273896142,14206
茅ヶ崎市,14207,242389.0,1753.0,0.72321763776409,0.5070592689328359,14207
逗子市,14208,57060.0,491.0,0.8604977216964599,0.6466330486089671,14208
三浦市,14210,42069.0,294.0,0.6988518861869786,0.3970880211780278,14210
秦野市,14211,162439.0,3254.0,2.003213513996023,1.6197948808369331,14211
厚木市,14212,223705.0,7283.0,3.2556268299769786,1.830050797611621,14212
大和市,14213,239169.0,6189.0,2.587709945686941,2.021158177977615,14213
伊勢原市,14214,101780.0,2509.0,2.4651208488897622,1.1926087946238582,14214
海老名市,14215,136516.0,2431.0,1.7807436490960769,1.4118255068242147,14215
座間市,14216,132325.0,2935.0,2.2180238050255054,1.5498006736920178,14216
南足柄市,14217,40841.0,335.0,0.8202541563624788,0.595184007269423,14217
綾瀬市,14218,83913.0,3771.0,4.493940152300597,3.476138372190893,14218
葉山町,14301,31665.0,234.0,0.738986262434865,0.598181041323323,14301
寒川町,14321,48348.0,857.0,1.7725655663109126,1.0782010404430271,14321
大磯町,14341,31634.0,141.0,0.4457229563128279,0.3299830467425527,14341
二宮町,14342,27564.0,174.0,0.631258162821071,0.4335749610459996,14342
中井町,14361,9300.0,329.0,3.5376344086021505,0.8591408591408592,14361
大井町,14362,17129.0,120.0,0.7005662910852939,0.3894947696416648,14362
松田町,14363,10836.0,80.0,0.7382798080472499,0.3768413840356286,14363
山北町,14364,9761.0,73.0,0.747874193217908,0.5270316218973139,14364
開成町,14366,18329.0,156.0,0.8511102624256642,0.6475655201906042,14366
箱根町,14382,11293.0,354.0,3.1346852032232357,0.8951129719194398,14382
真鶴町,14383,6722.0,56.0,0.8330853912526033,0.6332196785192401,14383
湯河原町,14384,23426.0,273.0,1.1653718091009988,0.9311680572109654,14384
愛川町,14401,39869.0,2831.0,7.100754972535052,4.7470835610254465,14401
清川村,14402,3038.0,22.0,0.7241606319947334,0.6360219716681121,14402
新潟県,15000,2201272.0,15028.0,0.6826961865684931,0.5017583019225504,15000
新潟市,15100,789275.0,4672.0,0.5919356371353457,0.5043718384384303,15100
新潟市北区,15101,72804.0,469.0,0.644195373880556,0.6016413084088069,15101
新潟市東区,15102,134446.0,800.0,0.5950344376180772,0.5351349785656355,15102
新潟市中央区,15103,180345.0,1540.0,0.8539188777066178,0.6940405567833741,15103
新潟市江南区,15104,67972.0,342.0,0.5031483552050844,0.5189937288257767,15104
新潟市秋葉区,15105,75069.0,249.0,0.3316948407465132,0.2935509317332436,15105
新潟市南区,15106,43437.0,159.0,0.3660473789626355,0.178917548829581,15106
新潟市西区,15107,160656.0,876.0,0.5452644158948311,0.4892598472070641,15107
新潟市西蒲区,15108,54546.0,237.0,0.4344956550434495,0.2897596312150148,15108
長岡市,15202,266936.0,2091.0,0.7833338328288428,0.6979771751204569,15202
三条市,15204,94642.0,596.0,0.6297415523763233,0.2776365698197317,15204
柏崎市,15205,81526.0,779.0,0.9555233913107476,0.834326579261025,15205
新発田市,15206,94927.0,574.0,0.6046751714475334,0.3873441236339202,15206
小千谷市,15208,34096.0,172.0,0.5044580009385266,0.4300518134715026,15208
加茂市,15209,25441.0,89.0,0.3498290161550254,0.2654391505947181,15209
十日町市,15210,49820.0,276.0,0.5539943797671617,0.5228225628490435,15210
見附市,15211,39237.0,230.0,0.5861814104034457,0.3487649897281544,15211
村上市,15212,57418.0,312.0,0.5433836079278275,0.3417285140078582,15212
燕市,15213,77201.0,456.0,0.5906659240165283,0.3322096829351702,15213
糸魚川市,15216,40765.0,361.0,0.8855635962222494,0.6708314116808519,15216
妙高市,15217,30383.0,264.0,0.8689069545469505,0.4484304932735426,15217
五泉市,15218,47625.0,472.0,0.9910761154855644,0.2218148487626031,15218
上越市,15222,188047.0,1507.0,0.801395395831893,0.486515382615903,15222
阿賀野市,15223,40696.0,240.0,0.5897385492431689,0.3819139596136962,15223
佐渡市,15224,51492.0,200.0,0.3884098500737978,0.3666682608764965,15224
魚沼市,15225,34483.0,220.0,0.6379955340312617,0.4484527142538589,15225
南魚沼市,15226,54851.0,689.0,1.2561302437512534,1.0093470076593536,15226
胎内市,15227,28509.0,190.0,0.6664562068118839,0.2354887983706721,15227
聖籠町,15307,14259.0,277.0,1.9426327231923697,0.3133197318566016,15307
弥彦村,15342,7705.0,20.0,0.2595717066839714,0.1980890235376369,15342
田上町,15361,11227.0,39.0,0.3473768593569074,0.2501759049331561,15361
阿賀町,15385,9965.0,36.0,0.3612644254892122,0.3157182590393144,15385
出雲崎町,15405,4113.0,14.0,0.3403841478239727,0.2037905033625433,15405
湯沢町,15461,7767.0,111.0,1.429123213595983,0.631252977608385,15461
津南町,15482,8989.0,103.0,1.1458449215708089,1.0017461630364857,15482
刈羽村,15504,4380.0,14.0,0.319634703196347,0.1458333333333333,15504
関川村,15581,5144.0,22.0,0.4276827371695179,0.3106554830692761,15581
粟島浦村,15586,353.0,2.0,0.56657223796034,0.819672131147541,15586
富山県,16000,1034814.0,16326.0,1.577674828519908,1.0063599534231515,16000
富山市,16201,413938.0,6380.0,1.541293623682774,1.0169379054065264,16201
高岡市,16202,166393.0,2986.0,1.794546645592062,1.1734569268605768,16202
魚津市,16204,40535.0,384.0,0.947329468360676,0.6739473742743388,16204
氷見市,16205,43950.0,424.0,0.9647326507394768,0.7868383404864091,16205
滑川市,16206,32349.0,387.0,1.1963275526291384,0.6978263451716356,16206
黒部市,16207,39638.0,315.0,0.7946919622584389,0.4730956704578037,16207
砺波市,16208,48154.0,709.0,1.4723595132283922,0.9289617486338796,16208
小矢部市,16209,28983.0,514.0,1.7734534037194216,0.91683038637852,16209
南砺市,16210,47937.0,811.0,1.6918038258547676,1.2261530589869165,16210
射水市,16211,90742.0,2374.0,2.6162085913909765,1.321750651792965,16211
舟橋村,16321,3132.0,51.0,1.628352490421456,0.1348163127738456,16321
上市町,16322,19351.0,217.0,1.1213890754999742,0.9970407466423856,16322
立山町,16323,24792.0,207.0,0.834946757018393,0.4369038083448627,16323
入善町,16342,23839.0,443.0,1.858299425311464,1.4347730115517623,16342
朝日町,16343,11081.0,124.0,1.1190325782871582,0.7911508314409201,16343
石川県,17000,1132526.0,13685.0,1.2083607793551758,0.8350230982024093,17000
金沢市,17201,463254.0,4798.0,1.0357169069236316,0.9165997997235926,17201
七尾市,17202,50300.0,643.0,1.2783300198807157,0.694300518134715,17202
小松市,17203,106216.0,2271.0,2.138095955411614,1.3049532891278486,17203
輪島市,17204,24608.0,173.0,0.7030234070221066,0.5526157143814053,17204
珠洲市,17205,12929.0,75.0,0.5800912676927836,0.5766871165644172,17205
加賀市,17206,63220.0,915.0,1.4473267953179374,0.731703924214392,17206
羽咋市,17207,20407.0,145.0,0.710540500808546,0.2518235498436957,17207
かほく市,17209,34889.0,297.0,0.8512711742956233,0.6724192663992381,17209
白山市,17210,110408.0,1402.0,1.269835519165278,0.5277976443748359,17210
能美市,17211,48523.0,1134.0,2.3370360447622773,1.4359079704190634,17211
野々市市,17212,57238.0,473.0,0.8263740871449037,,17212
川北町,17324,6135.0,63.0,1.0268948655256724,0.4717748495200911,17324
津幡町,17361,36957.0,275.0,0.7441080174256568,0.4466702761234434,17361
内灘町,17365,26574.0,320.0,1.204184541280951,0.6201953429643109,17365
志賀町,17384,18630.0,163.0,0.874932903918411,0.6616852718761254,17384
宝達志水町,17386,12121.0,173.0,1.427274977312103,0.8194998949359109,17386
中能登町,17407,16540.0,179.0,1.082224909310762,0.8362557323981658,17407
穴水町,17461,7890.0,80.0,1.0139416983523446,0.421160760143811,17461
能登町,17463,15687.0,106.0,0.6757187480079047,1.0682340914899051,17463
福井県,18000,766863.0,13796.0,1.7990175559389354,1.3099115233023362,18000
福井市,18201,262328.0,3879.0,1.4786831752615046,1.210288010314997,18201
敦賀市,18202,64264.0,734.0,1.1421635752520851,1.096517119244392,18202
小浜市,18204,28991.0,278.0,0.9589182849849954,0.9604339502233568,18204
大野市,18205,31286.0,469.0,1.4990730678258646,1.00025502252699,18205
勝山市,18206,22150.0,277.0,1.2505643340857788,1.0445299615173174,18206
鯖江市,18207,68302.0,787.0,1.1522356592779128,0.9785025945144552,18207
あわら市,18208,27524.0,466.0,1.6930678680424356,0.8669845610057021,18208
越前市,18209,80611.0,4649.0,5.767202987185371,3.479571098184876,18209
坂井市,18210,88481.0,1409.0,1.592432273595461,1.0457018498367792,18210
永平寺町,18322,18965.0,236.0,1.244397574479304,1.2059863418414296,18322
池田町,18382,2423.0,14.0,0.5777961205117622,0.2954694681549573,18382
南越前町,18404,10002.0,57.0,0.5698860227954409,0.683923469829452,18404
越前町,18423,20118.0,174.0,0.864897107068297,0.6390328151986183,18423
美浜町,18442,9179.0,70.0,0.7626103061335657,0.3786802991574363,18442
高浜町,18481,10326.0,144.0,1.3945380592678676,1.3288736214066172,18481
おおい町,18483,7910.0,68.0,0.8596713021491783,0.8158508158508158,18483
若狭町,18501,14003.0,85.0,0.6070127829750768,0.4223864836325237,18501
山梨県,19000,809974.0,13993.0,1.7275863175855029,1.446455985864496,19000
甲府市,19201,189591.0,4743.0,2.501701030112189,2.3267267025810083,19201
富士吉田市,19202,46530.0,437.0,0.9391790242854072,0.8415812244414153,19202
都留市,19204,31016.0,517.0,1.6668816094918752,1.0539478385137548,19204
山梨市,19205,33435.0,185.0,0.5533123971885748,0.4045395308427454,19205
大月市,19206,22512.0,170.0,0.7551528073916134,0.4054054054054054,19206
韮崎市,19207,29067.0,487.0,1.675439501840575,1.5703420882470671,19207
南アルプス市,19208,69459.0,971.0,1.3979469903108308,1.1936394300268467,19208
北杜市,19209,44053.0,506.0,1.148616439289038,0.9346789303355476,19209
甲斐市,19210,75313.0,965.0,1.2813192941457652,1.578441069275272,19210
笛吹市,19211,66947.0,874.0,1.3055103290662764,0.9301138538757108,19211
上野原市,19212,22669.0,319.0,1.40720808152102,0.4462639226967618,19212
甲州市,19213,29237.0,162.0,0.5540924171426617,0.3153830282665723,19213
中央市,19214,31216.0,1646.0,5.272936955407483,4.737883915458783,19214
市川三郷町,19346,14700.0,213.0,1.4489795918367347,1.338320378703758,19346
早川町,19364,1098.0,7.0,0.6375227686703097,0.0802568218298555,19364
身延町,19365,10663.0,96.0,0.9003094813842258,0.6084912183653713,19365
南部町,19366,7156.0,59.0,0.8244829513694802,0.6880479414049495,19366
富士川町,19368,14219.0,144.0,1.012729446515226,1.2142024897283377,19368
昭和町,19384,20909.0,692.0,3.309579606867856,3.115617742026851,19384
道志村,19422,1607.0,9.0,0.5600497822028625,0.3647733194372068,19422
西桂町,19423,4041.0,29.0,0.7176441474882455,0.2862805549438449,19423
忍野村,19424,9237.0,238.0,2.576594132294035,0.89171974522293,19424
山中湖村,19425,5179.0,121.0,2.3363583703417645,1.3335837716003005,19425
鳴沢村,19429,2824.0,21.0,0.7436260623229463,0.9446693657219972,19429
富士河口湖町,19430,26082.0,373.0,1.4301050532934592,0.5260884927957284,19430
小菅村,19442,684.0,8.0,1.1695906432748535,0.1225490196078431,19442
丹波山村,19443,530.0,1.0,0.1886792452830188,0.437956204379562,19443
長野県,20000,2048011.0,31491.0,1.5376382255759369,1.3863743113077245,20000
長野市,20201,372760.0,3094.0,0.8300246807597382,0.7394282209425155,20201
松本市,20202,241145.0,3425.0,1.4203072839992537,1.43434950233915,20202
上田市,20203,154055.0,3148.0,2.043426049138295,1.8208362312574795,20203
岡谷市,20204,47790.0,723.0,1.5128688010043942,1.2452451694706763,20204
飯田市,20205,98164.0,1995.0,2.032313271667821,1.7923767029002706,20205
諏訪市,20206,48729.0,1075.0,2.206078515873505,2.279296875,20206
須坂市,20207,49559.0,624.0,1.2591053088238262,0.7073301640852631,20207
小諸市,20208,40991.0,753.0,1.836988607255251,1.470554810555265,20208
伊那市,20209,66125.0,1645.0,2.487712665406427,2.496729635829125,20209
駒ヶ根市,20210,32202.0,552.0,1.714179243525247,1.721425815451281,20210
中野市,20211,42338.0,546.0,1.289621616514715,1.1043428721679305,20211
大町市,20212,26029.0,468.0,1.7979945445464671,1.419415455857186,20212
飯山市,20213,19539.0,191.0,0.977532115256666,0.7559991505627522,20213
茅野市,20214,56400.0,907.0,1.6081560283687943,1.5959993616002552,20214
塩尻市,20215,67241.0,1233.0,1.8337026516559836,2.0156642529924635,20215
佐久市,20217,98199.0,1109.0,1.1293394026415748,0.9696475455485718,20217
千曲市,20218,58852.0,754.0,1.2811799089240807,1.1712959979377455,20218
東御市,20219,30122.0,465.0,1.5437221964013017,1.5181131091998958,20219
安曇野市,20220,94222.0,1092.0,1.1589649975589564,1.402377719503726,20220
小海町,20303,4353.0,68.0,1.562141052147944,1.6023166023166022,20303
川上村,20304,4344.0,825.0,18.99171270718232,15.74818986323411,20304
南牧村,20305,3242.0,452.0,13.942011104256633,11.394557823129253,20305
南相木村,20306,962.0,21.0,2.182952182952183,1.9625334522747548,20306
北相木村,20307,752.0,34.0,4.521276595744681,1.9002375296912115,20307
佐久穂町,20309,10218.0,70.0,0.6850655705617538,0.7374264644958157,20309
軽井沢町,20321,19188.0,393.0,2.048155096935585,0.9201808812703752,20321
御代田町,20323,15555.0,367.0,2.3593699774991967,2.7344280092278463,20323
立科町,20324,6612.0,107.0,1.61826981246219,0.8433891267678734,20324
青木村,20349,4121.0,30.0,0.7279786459597185,0.6725970926448254,20349
長和町,20350,5600.0,48.0,0.8571428571428572,0.7669616519174041,20350
下諏訪町,20361,19155.0,234.0,1.2216131558339858,1.1331971019877392,20361
富士見町,20362,14084.0,214.0,1.5194547003692134,1.010562002868692,20362
原村,20363,7680.0,116.0,1.5104166666666667,1.095998943615476,20363
辰野町,20382,18555.0,353.0,1.9024521692266236,1.5113109187431248,20382
箕輪町,20383,24989.0,743.0,2.973308255632478,3.006027313649195,20383
飯島町,20384,9004.0,223.0,2.476677032430031,2.0601898606342153,20384
南箕輪村,20385,15797.0,276.0,1.7471671836424638,2.3516468404043183,20385
中川村,20386,4651.0,63.0,1.3545474091593206,0.6897910918407568,20386
宮田村,20388,8569.0,272.0,3.174232699264792,2.0837976376197904,20388
松川町,20402,12530.0,114.0,0.9098164405426976,0.8262649897630887,20402
高森町,20403,12811.0,158.0,1.2333151198189056,0.8171912832929782,20403
阿南町,20404,4299.0,41.0,0.9537101651546872,0.9715857011915672,20404
阿智村,20407,6068.0,127.0,2.092946605141727,1.819215463331438,20407
平谷村,20409,387.0,3.0,0.7751937984496124,0.3552397868561279,20409
根羽村,20410,852.0,15.0,1.7605633802816902,0.974313551815766,20410
下條村,20411,3545.0,36.0,1.0155148095909732,0.8333333333333334,20411
売木村,20412,548.0,7.0,1.2773722627737227,1.3719512195121952,20412
天龍村,20413,1178.0,11.0,0.933786078098472,1.2070006035003018,20413
泰阜村,20414,1542.0,26.0,1.6861219195849546,1.6753926701570685,20414
喬木村,20415,5973.0,57.0,0.9542943244600702,1.1805140466228332,20415
豊丘村,20416,6426.0,119.0,1.8518518518518516,1.3638363396392434,20416
大鹿村,20417,1023.0,12.0,1.1730205278592376,0.7758620689655172,20417
上松町,20422,4131.0,55.0,1.3313967562333575,1.201143946615825,20422
南木曽町,20423,3915.0,29.0,0.7407407407407408,0.6444906444906445,20423
木祖村,20425,2692.0,24.0,0.8915304606240713,1.0210593490746651,20425
王滝村,20429,715.0,13.0,1.818181818181818,1.3471502590673576,20429
大桑村,20430,3439.0,76.0,2.209944751381215,0.8685162846803377,20430
木曽町,20432,10584.0,121.0,1.1432350718065003,1.059405163619242,20432
麻績村,20446,2593.0,18.0,0.6941766293868107,0.7744107744107744,20446
生坂村,20448,1639.0,11.0,0.6711409395973155,0.6144393241167435,20448
山形村,20450,8400.0,163.0,1.9404761904761905,0.9970326409495548,20450
朝日村,20451,4279.0,41.0,0.9581677962140688,0.6116852984602404,20451
筑北村,20452,4149.0,28.0,0.6748614123885274,1.237432327919567,20452
池田町,20481,9382.0,120.0,1.2790449797484544,0.706747991093039,20481
松川村,20482,9599.0,134.0,1.3959787477862278,1.2880214009709698,20482
白馬村,20485,8575.0,292.0,3.405247813411079,0.9777294948397608,20485
小谷村,20486,2647.0,61.0,2.30449565545901,0.9003415088481838,20486
坂城町,20521,14004.0,377.0,2.6920879748643247,1.5829624920534011,20521
小布施町,20541,10660.0,47.0,0.4409005628517823,0.4335260115606936,20541
高山村,20543,6617.0,98.0,1.4810337010729937,0.3834457225968531,20543
山ノ内町,20561,11352.0,163.0,1.4358703312191683,0.8846322561778037,20561
木島平村,20562,4375.0,21.0,0.48,0.688398461226969,20562
野沢温泉村,20563,3279.0,32.0,0.9759072888075632,0.3373994290163509,20563
信濃町,20583,7739.0,59.0,0.7623723995348236,0.692790647326261,20583
小川村,20588,2215.0,16.0,0.7223476297968396,0.4603748766853008,20588
飯綱町,20590,10296.0,43.0,0.4176379176379176,0.4551201011378002,20590
栄村,20602,1660.0,15.0,0.9036144578313252,0.7674943566591422,20602
岐阜県,21000,1978742.0,48979.0,2.475259533582448,1.7723701720466385,21000
岐阜市,21201,402557.0,6362.0,1.5803973101945812,1.5249215754618333,21201
大垣市,21202,158286.0,4934.0,3.1171423878296247,2.4553239017125836,21202
高山市,21203,84419.0,706.0,0.8363046233667777,0.5628214389683763,21203
多治見市,21204,106732.0,1870.0,1.752051868230709,1.0311292686176117,21204
関市,21205,85283.0,1952.0,2.2888500639048814,1.5915902776258504,21205
中津川市,21206,76570.0,1755.0,2.2920203735144313,0.778642936596218,21206
美濃市,21207,19247.0,486.0,2.5250688418974385,1.811834371823766,21207
瑞浪市,21208,37150.0,941.0,2.5329744279946165,1.7976081412335654,21208
羽島市,21209,65649.0,987.0,1.503450166796143,1.181600369064095,21209
恵那市,21210,47774.0,818.0,1.7122284087579018,0.9177556871067426,21210
美濃加茂市,21211,56689.0,4642.0,8.188537458766252,7.654077363006816,21211
土岐市,21212,55348.0,1640.0,2.9630700296307,1.9379909053327824,21212
各務原市,21213,144521.0,2974.0,2.057832425737436,1.7842916403395512,21213
可児市,21214,99968.0,7335.0,7.33734795134443,4.201732419229033,21214
山県市,21215,25280.0,593.0,2.3457278481012658,1.7482871511019609,21215
瑞穂市,21216,56388.0,2158.0,3.8270554018585514,2.721847930702599,21216
飛騨市,21217,22538.0,122.0,0.5413080131333747,0.4825677091126739,21217
本巣市,21218,32928.0,576.0,1.749271137026239,0.9530059634205496,21218
郡上市,21219,38997.0,493.0,1.2641998102418135,0.636083702321818,21219
下呂市,21220,30428.0,463.0,1.5216248192454318,0.9748306438288264,21220
海津市,21221,32735.0,686.0,2.09561631281503,1.2018660551909544,21221
岐南町,21302,25881.0,574.0,2.217843205440285,1.7854142160981346,21302
笠松町,21303,22208.0,321.0,1.4454250720461097,1.1004428076636417,21303
養老町,21341,26882.0,438.0,1.62934305483223,0.9064215498531852,21341
垂井町,21361,26402.0,794.0,3.0073479281872584,2.799508858095071,21361
関ケ原町,21362,6610.0,139.0,2.102874432677761,1.173418972332016,21362
神戸町,21381,18585.0,363.0,1.95318805488297,1.5350112135559433,21381
輪之内町,21382,9654.0,456.0,4.723430702299565,2.582768248903071,21382
安八町,21383,14355.0,275.0,1.9157088122605364,1.08702769956126,21383
揖斐川町,21401,19529.0,222.0,1.1367709560141328,0.786242852337706,21401
大野町,21403,22041.0,262.0,1.1886937979220544,0.7921539041870993,21403
池田町,21404,23360.0,520.0,2.2260273972602738,1.1969575660528424,21404
北方町,21421,18139.0,436.0,2.4036606207618942,1.690676814351726,21421
坂祝町,21501,8071.0,503.0,6.232189319786891,6.398756129649563,21501
富加町,21502,5626.0,135.0,2.399573409171703,1.885424220449601,21502
川辺町,21503,9860.0,200.0,2.028397565922921,1.652034362314736,21503
七宗町,21504,3402.0,27.0,0.7936507936507936,0.4683318465655665,21504
八百津町,21505,10195.0,139.0,1.3634134379597842,0.45662100456621,21505
白川町,21506,7412.0,104.0,1.4031300593631948,0.6820566631689402,21506
東白川村,21507,2016.0,20.0,0.992063492063492,0.6762132060461415,21507
御嵩町,21521,17516.0,529.0,3.0200959123087463,1.7424564385890355,21521
白川村,21604,1511.0,29.0,1.9192587690271343,1.03866128101558,21604
静岡県,22000,3633202.0,86046.0,2.3683241394230214,1.6363847397893283,22000
静岡市,22100,693389.0,9764.0,1.4081561720765687,0.9516934586433622,22100
静岡市葵区,22101,249297.0,2756.0,1.1055086904375102,0.8231032794909446,22101
静岡市駿河区,22102,213026.0,4268.0,2.0035113084787772,1.1743226054754787,22102
静岡市清水区,22103,231066.0,2740.0,1.1858083837518285,0.8927886730464194,22103
浜松市,22130,790718.0,22368.0,2.8288214002969454,2.2684194359605727,22130
浜松市中区,22131,235240.0,8218.0,3.49345349430369,2.996934714878164,22131
浜松市東区,22132,129356.0,3075.0,2.37716070379418,2.211533145353016,22132
浜松市西区,22133,108160.0,2644.0,2.4445266272189348,1.7192531719077198,22133
浜松市南区,22134,99769.0,4108.0,4.117511451452857,3.4566960666529924,22134
浜松市北区,22135,92688.0,1726.0,1.8621612290695668,1.0836501901140685,22135
浜松市浜北区,22136,98779.0,2247.0,2.2747750027839926,1.474074724502788,22136
浜松市天竜区,22137,26726.0,350.0,1.3095861707700367,1.0542745236622788,22137
沼津市,22203,189386.0,4042.0,2.1342654684084357,1.2599849731097754,22203
熱海市,22205,34208.0,494.0,1.444106641721235,0.6563833278634723,22205
三島市,22206,107783.0,1192.0,1.1059257953480606,0.9531643985049804,22206
富士宮市,22207,128105.0,1914.0,1.4940868818547286,0.9689320535450489,22207
伊東市,22208,65491.0,494.0,0.754302117848254,0.536136735865168,22208
島田市,22209,95719.0,1306.0,1.36441040963654,0.8007898200965335,22209
富士市,22210,245392.0,4998.0,2.036741214057508,1.5785723564817913,22210
磐田市,22211,166672.0,7346.0,4.407458961313238,2.8696812453669387,22211
焼津市,22212,136845.0,4355.0,3.182432679308707,1.7068181976837535,22212
掛川市,22213,114954.0,4090.0,3.5579449170972737,2.442357106640427,22213
藤枝市,22214,141342.0,1618.0,1.1447411243650154,0.8863813831770441,22214
御殿場市,22215,86614.0,2100.0,2.4245503036460616,1.8263506683140516,22215
袋井市,22216,87864.0,4336.0,4.934899389966311,2.9300143789925275,22216
下田市,22219,20183.0,173.0,0.8571570133280483,0.7835925318834206,22219
裾野市,22220,50911.0,712.0,1.3985189841095245,1.3346533201334654,22220
湖西市,22221,57885.0,3284.0,5.673317785263885,3.951286871745387,22221
伊豆市,22222,28190.0,197.0,0.6988293721177722,0.4561136775627156,22222
御前崎市,22223,31103.0,914.0,2.9386232839275954,2.4063400576368874,22223
菊川市,22224,47789.0,3473.0,7.2673627822302205,5.129567823813269,22224
伊豆の国市,22225,46804.0,554.0,1.1836595162806598,0.765187034443565,22225
牧之原市,22226,43502.0,1968.0,4.5239299342558965,2.166506864685122,22226
東伊豆町,22301,11488.0,140.0,1.2186629526462396,0.5688282138794084,22301
河津町,22302,6870.0,44.0,0.6404657933042213,0.3000750187546886,22302
南伊豆町,22304,7877.0,45.0,0.5712834835597308,0.4098360655737705,22304
松崎町,22305,6038.0,21.0,0.3477972838688307,0.3528028224225794,22305
西伊豆町,22306,7090.0,88.0,1.2411847672778562,0.9927130636814868,22306
函南町,22325,36794.0,282.0,0.766429309126488,0.5625988436908558,22325
清水町,22341,31710.0,1154.0,3.639230526647745,2.334220791282273,22341
長泉町,22342,43336.0,401.0,0.9253276721432528,0.7261487132939185,22342
小山町,22344,18568.0,196.0,1.0555794915984489,0.7949973338504048,22344
吉田町,22424,28919.0,1555.0,5.377087727791417,2.3578735535804127,22424
川根本町,22429,6206.0,87.0,1.4018691588785046,0.8422095615556106,22429
森町,22461,17457.0,341.0,1.9533711405166985,0.879855930023154,22461
愛知県,23000,7542415.0,231369.0,3.067571858615576,2.1621113956688953,23000
名古屋市,23100,2332176.0,69501.0,2.9800924115504146,2.31835059415326,23100
名古屋市千種区,23101,165245.0,5711.0,3.4560803655178676,2.3822766615629787,23101
名古屋市東区,23102,84392.0,3364.0,3.986159825575884,3.0898569712850747,23102
名古屋市北区,23103,162956.0,5292.0,3.2475023932840767,2.354857194559218,23103
名古屋市西区,23104,151082.0,3740.0,2.4754768933426883,1.6469533432187315,23104
名古屋市中村区,23105,138599.0,4210.0,3.037539953390717,2.7077641667401076,23105
名古屋市中区,23106,93100.0,5254.0,5.6433941997851775,4.853675034778503,23106
名古屋市昭和区,23107,107599.0,3461.0,3.2165726447271816,2.989501212856277,23107
名古屋市瑞穂区,23108,108332.0,1422.0,1.312631540080493,1.5952637039434232,23108
