全国，都道府県，市区町村,自治体コード,人口総数,うち外国人数,外国人比率（%）,2010年外国人比率（％）
只見町,7367,4044.0,30.0,0.741839762611276,0.2230332522303325
南会津町,7368,14451.0,68.0,0.4705556708878278,0.380653828929691
北塩原村,7402,2556.0,35.0,1.3693270735524257,0.5023547880690737
西会津町,7405,5770.0,38.0,0.658578856152513,0.2579418951941352
磐梯町,7407,3322.0,9.0,0.2709211318482841,0.1861207125764424
猪苗代町,7408,13552.0,64.0,0.4722550177095631,0.3732995887377412
会津坂下町,7421,15068.0,127.0,0.8428457658614281,0.3398617511520737
湯川村,7422,3081.0,8.0,0.2596559558584875,0.267538644470868
柳津町,7423,3081.0,7.0,0.2271989613761765,0.2244948865053629
三島町,7444,1452.0,8.0,0.5509641873278237,0.5711318795430945
金山町,7445,1862.0,11.0,0.5907626208378088,0.2030869212022745
昭和村,7446,1246.0,4.0,0.3210272873194221,0.3333333333333333
会津美里町,7447,19014.0,38.0,0.1998527400862522,0.1803228218322558
西郷村,7461,20808.0,243.0,1.1678200692041525,0.6374260130520565
泉崎村,7464,6213.0,118.0,1.8992435216481571,0.9703028521023228
中島村,7465,4885.0,35.0,0.7164790174002047,0.2134264648816453
矢吹町,7466,17287.0,163.0,0.9429050731763752,0.5487042972782094
棚倉町,7481,13343.0,71.0,0.5321142171925354,0.4713849422387465
矢祭町,7482,5392.0,23.0,0.4265578635014836,0.2520478890989288
塙町,7483,8302.0,87.0,1.0479402553601542,0.5868069607446378
鮫川村,7484,3049.0,18.0,0.5903574942604133,0.3509651541739784
石川町,7501,14644.0,108.0,0.7375034143676591,0.3319268635724332
玉川村,7502,6392.0,71.0,1.1107634543178977,0.3733923385423869
平田村,7503,5826.0,120.0,2.059732234809475,1.3581852333477822
浅川町,7504,6036.0,23.0,0.3810470510271703,0.2903600464576074
古殿町,7505,4825.0,58.0,1.2020725388601037,0.9618573797678276
三春町,7521,17018.0,58.0,0.3408156070043483,0.2858556429003353
小野町,7522,9471.0,142.0,1.4993136944356455,0.6248884127834314
広野町,7541,5412.0,75.0,1.385809312638581,0.7936507936507936
楢葉町,7542,3710.0,22.0,0.5929919137466307,0.4545454545454545
富岡町,7543,2128.0,10.0,0.4699248120300752,0.4312230485594651
川内村,7544,2044.0,32.0,1.5655577299412915,1.0638297872340423
大熊町,7545,847.0,1.0,0.1180637544273907,0.5992184107685627
双葉町,7546,,,,0.447201384881708
浪江町,7547,1923.0,5.0,0.2600104004160166,0.4687873714422387
葛尾村,7548,420.0,4.0,0.9523809523809524,0.3919007184846506
新地町,7561,7905.0,50.0,0.6325110689437065,0.3769455252918288
飯舘村,7564,1318.0,19.0,1.4415781487101669,0.5475922048639073
茨城県,8000,2867009.0,57819.0,2.0167010288422533,1.3629675025338663
水戸市,8201,270685.0,2818.0,1.041062489609694,0.9696744186046512
日立市,8202,174508.0,1493.0,0.8555481697114172,0.5410891166008213
土浦市,8203,142074.0,3650.0,2.5690837169362446,1.5086311779141957
古河市,8204,139344.0,3020.0,2.1672981972671947,0.996538340501416
石岡市,8205,73061.0,1011.0,1.383775201543915,0.9436921957157378
結城市,8207,50645.0,2057.0,4.061605291736599,2.37741456166419
龍ケ崎市,8208,76420.0,1910.0,2.499345721015441,1.172604376727164
下妻市,8210,42521.0,1948.0,4.5812657275228705,2.7852490719541203
常総市,8211,60834.0,4755.0,7.816352697504684,4.424372320881813
常陸太田市,8212,48602.0,174.0,0.3580099584379244,0.2097777777777777
高萩市,8214,27699.0,194.0,0.7003862955341348,0.4287971112615662
北茨城市,8215,41801.0,341.0,0.8157699576565154,0.382766979968528
笠間市,8216,73173.0,672.0,0.918371530482555,0.702691130728255
取手市,8217,104524.0,1392.0,1.331751559450461,0.8454095265889049
牛久市,8219,84651.0,1373.0,1.6219536685922198,1.3711375544782332
つくば市,8220,241656.0,6556.0,2.7129473300890523,2.8151358404399085
ひたちなか市,8221,156581.0,1578.0,1.0077851080271552,0.6226919648541959
鹿嶋市,8222,66950.0,879.0,1.3129200896191189,0.8140045087982085
潮来市,8223,27604.0,342.0,1.2389508766845383,1.0512870898015327
守谷市,8224,68421.0,1127.0,1.647155113196241,1.0771102077398291
常陸大宮市,8225,39267.0,243.0,0.618840247536099,0.4670414803665501
那珂市,8226,53502.0,253.0,0.472879518522672,0.2765486725663716
筑西市,8227,100753.0,2371.0,2.3532798030827866,1.356344504132612
坂東市,8228,52265.0,2242.0,4.28967760451545,1.56288983141462
稲敷市,8229,39039.0,1022.0,2.6178949255872332,1.575860965987845
かすみがうら市,8230,40087.0,1016.0,2.534487489709881,1.2926778867127409
桜川市,8231,39122.0,284.0,0.7259342569398293,0.2802531035841744
神栖市,8232,95454.0,2656.0,2.782492090430993,3.185822037027269
行方市,8233,32185.0,931.0,2.89265185645487,2.230730371433889
鉾田市,8234,45953.0,2474.0,5.383761669531913,3.618709625966983
つくばみらい市,8235,49872.0,424.0,0.850176451716394,0.6612536830030814
小美玉市,8236,48870.0,1300.0,2.6601186822181297,1.5034717573021672
茨城町,8302,31401.0,547.0,1.741982739403204,1.0343928374815288
大洗町,8309,15715.0,704.0,4.4797963728921415,4.212134439109559
城里町,8310,18097.0,66.0,0.3647013317124385,0.3257177423107347
東海村,8341,37891.0,285.0,0.7521575044205748,0.5796249799668786
大子町,8364,15736.0,82.0,0.5210981189628877,0.4134907587306332
美浦村,8442,14602.0,303.0,2.075058211203945,1.19660095959304
阿見町,8443,48553.0,865.0,1.7815582971186128,1.1889862327909888
河内町,8447,8231.0,107.0,1.2999635524237638,0.4227290601651593
八千代町,8521,21026.0,1073.0,5.10320555502711,3.3714186791309615
五霞町,8542,8093.0,145.0,1.7916718151488942,0.6801275239107333
境町,8546,24201.0,896.0,3.702326350150821,1.6450182779808666
利根町,8564,15340.0,240.0,1.564537157757497,0.4578492531334058
栃木県,9000,1933146.0,37408.0,1.9350840546963344,1.3163930759985516
宇都宮市,9201,518757.0,8003.0,1.5427261704420374,1.1075958642980113
足利市,9202,144746.0,4518.0,3.121329777679521,1.6229858279945644
栃木市,9203,155549.0,3834.0,2.464818160193894,1.049819764185492
佐野市,9204,116228.0,2690.0,2.314416491723165,1.3336192463442995
鹿沼市,9205,94033.0,1372.0,1.4590622441057928,0.9790127799273068
日光市,9206,77661.0,836.0,1.0764733907624162,0.6250971509781715
小山市,9208,166666.0,6034.0,3.6204144816579262,2.4705996813698663
真岡市,9209,78190.0,3146.0,4.023532421025706,4.143931752725152
大田原市,9210,72087.0,1010.0,1.4010848003107357,1.721365256210681
矢板市,9211,31165.0,291.0,0.9337397721803306,1.2081600316894434
那須塩原市,9213,115210.0,1855.0,1.610103289644996,1.4709876752792586
さくら市,9214,44513.0,381.0,0.8559297283939523,0.5450321658327376
那須烏山市,9215,24875.0,227.0,0.9125628140703516,0.5923440388961173
下野市,9216,59507.0,599.0,1.0066042650444484,0.6001714775650185
上三川町,9301,30806.0,333.0,1.080958254885412,0.578729325448278
益子町,9342,21898.0,189.0,0.8630925198648278,0.7680302283555118
茂木町,9343,11891.0,94.0,0.7905138339920948,0.3329338127580237
市貝町,9344,11262.0,173.0,1.53613922926656,1.033570365470481
芳賀町,9345,14961.0,159.0,1.0627631842791256,0.6175920149719276
壬生町,9361,39474.0,503.0,1.2742564726148855,0.7675798510289105
野木町,9364,24913.0,325.0,1.3045397984987757,0.7231726283048212
塩谷町,9384,10354.0,53.0,0.5118794668727061,0.5573248407643312
高根沢町,9386,29229.0,398.0,1.3616613637141195,0.811538967012748
那須町,9407,23956.0,242.0,1.0101853397896143,0.7659256491686904
那珂川町,9411,15215.0,143.0,0.9398619783108776,0.482489428602407
群馬県,10000,1939110.0,53432.0,2.755490921092666,1.7657768561622416
前橋市,10201,332149.0,5505.0,1.6573887020584137,1.0996470667752012
高崎市,10202,372973.0,5077.0,1.3612245390417002,0.8634480826927946
桐生市,10203,106445.0,1579.0,1.4833951806097043,1.1117136659436009
伊勢崎市,10204,211850.0,11955.0,5.643143733773897,4.062812166720555
太田市,10205,223014.0,10992.0,4.928838548252576,3.2337791328852243
沼田市,10206,45337.0,522.0,1.1513774621170347,0.6866283039110503
館林市,10207,75309.0,2425.0,3.2200666586994915,1.7250152656218196
渋川市,10208,74581.0,709.0,0.9506442659658628,0.5736229449177968
藤岡市,10209,63261.0,727.0,1.1492072524936374,0.6384700257447591
富岡市,10210,47446.0,797.0,1.6798044092231168,0.954484347993086
安中市,10211,54907.0,477.0,0.8687416904948367,0.5141051459632923
みどり市,10212,49648.0,684.0,1.3776990009668062,0.8266055222643981
榛東村,10344,14216.0,158.0,1.1114237478897018,0.4523312456506611
吉岡町,10345,21792.0,148.0,0.6791483113069016,0.4595727488510681
上野村,10366,1128.0,17.0,1.5070921985815602,0.6125574272588056
神流町,10367,1645.0,11.0,0.668693009118541,0.2976190476190476
下仁田町,10382,6576.0,31.0,0.4714111922141119,0.5386600830434294
南牧村,10383,1611.0,5.0,0.3103662321539416,0.5365249690466364
甘楽町,10384,12491.0,154.0,1.232887679128973,0.4259068879424291
中之条町,10421,15386.0,196.0,1.2738853503184715,0.828941589811155
長野原町,10424,5095.0,59.0,1.1579980372914622,0.3157719793917234
嬬恋村,10425,8850.0,143.0,1.615819209039548,1.41412157517431
草津町,10426,6049.0,223.0,3.686559761944123,2.2765363128491622
高山村,10428,3511.0,193.0,5.497009399031614,0.4091025313219126
東吾妻町,10429,12728.0,240.0,1.885606536769327,0.8577646908206376
片品村,10443,3993.0,42.0,1.051840721262209,0.2039151712887438
川場村,10444,3480.0,10.0,0.2873563218390804,0.2052334530528476
昭和村,10448,6953.0,436.0,6.2706745289802965,4.146981627296588
みなかみ町,10449,17195.0,222.0,1.2910729863332364,0.5809323026469899
玉村町,10464,36054.0,834.0,2.313196871359627,1.5585038363171355
板倉町,10521,14083.0,257.0,1.824895263793226,0.7385712466573284
明和町,10522,10882.0,241.0,2.214666421613674,0.79400481755732
千代田町,10523,10861.0,337.0,3.1028450418930116,1.725790987535954
大泉町,10524,42089.0,7392.0,17.562783625175225,12.974141143155226
邑楽町,10525,25522.0,634.0,2.484131337669462,1.0805610035895348
埼玉県,11000,7344765.0,161439.0,2.198014504208099,1.233349215712547
さいたま市,11100,1324025.0,22845.0,1.725420592511471,1.0204231884911577
さいたま市西区,11101,93499.0,923.0,0.9871763334367212,0.5676611645979365
さいたま市北区,11102,149242.0,2064.0,1.382988702912049,0.947846786409868
さいたま市大宮区,11103,117784.0,2359.0,2.002818719011071,1.2314726052650984
さいたま市見沼区,11104,165049.0,2752.0,1.6673836254688,1.0601808543810414
さいたま市中央区,11105,103269.0,1697.0,1.64328113954817,0.929675706626412
さいたま市桜区,11106,98661.0,2408.0,2.4406807147707807,1.4786763112546564
さいたま市浦和区,11107,164822.0,2779.0,1.6860613267646307,0.9006395645987871
さいたま市南区,11108,191563.0,4522.0,2.3605811143070423,1.2903741970878002
さいたま市緑区,11109,128321.0,1464.0,1.1408888646441346,0.6384060734848072
さいたま市岩槻区,11110,111815.0,1877.0,1.6786656530876896,0.979458332584512
川越市,11201,354571.0,5909.0,1.6665209506699643,0.9227536697113842
熊谷市,11202,194415.0,3076.0,1.5821824447702082,1.0330741214686483
川口市,11203,594274.0,31592.0,5.316066326307394,2.70656295071095
行田市,11206,78617.0,1417.0,1.8024091481486193,1.1808453593826498
秩父市,11207,59674.0,511.0,0.8563193350537923,0.7198864909267418
所沢市,11208,342464.0,3865.0,1.1285857783591853,0.7794129689638633
飯能市,11209,80361.0,929.0,1.156033399285723,0.7983339118361681
加須市,11210,111623.0,2142.0,1.9189593542549477,0.8165075389993217
本庄市,11211,78569.0,2403.0,3.0584581705252707,2.189549267911441
東松山市,11212,91791.0,2454.0,2.6734647187632774,1.4628353255862996
春日部市,11214,229792.0,3442.0,1.4978763403425708,0.8183968529036013
狭山市,11215,148699.0,2327.0,1.5649062871976274,0.9946894244414908
羽生市,11216,52862.0,1210.0,2.2889788505921076,1.2383460251939364
鴻巣市,11217,116828.0,1611.0,1.3789502516520014,1.2144869148020294
深谷市,11218,141268.0,2611.0,1.8482600447376616,1.376038943976545
上尾市,11219,226940.0,3225.0,1.4210804617960695,0.8422425265489493
草加市,11221,248304.0,7147.0,2.8783265674334686,1.379098234606631
越谷市,11222,341621.0,6547.0,1.9164512720236755,1.0569606482119929
蕨市,11223,74283.0,6293.0,8.471655695111936,3.6432547341333112
戸田市,11224,140899.0,5870.0,4.166104798472665,2.7210165828451647
入間市,11225,145651.0,2023.0,1.3889365675484548,0.9167823209138466
朝霞市,11227,141083.0,3578.0,2.5360957734099783,1.4812130371421302
志木市,11228,75346.0,1613.0,2.1407904865553578,1.1564264268578242
和光市,11229,83989.0,2215.0,2.6372501160866304,1.6459223481330114
新座市,11230,166017.0,2985.0,1.798008637669636,1.1292567563312068
桶川市,11231,74748.0,764.0,1.0221009257772784,0.5742126326779189
久喜市,11232,150582.0,2655.0,1.763158943299996,1.0083597952174197
北本市,11233,65201.0,514.0,0.7883314673087836,0.5037161769829288
八潮市,11234,93363.0,3461.0,3.707035977849898,2.3560745748821965
富士見市,11235,111859.0,1998.0,1.7861772409908905,1.1486283915454956
三郷市,11237,142145.0,4309.0,3.0314115867599987,1.8186660579081535
蓮田市,11238,61499.0,606.0,0.985381876128067,0.510196022682399
坂戸市,11239,100275.0,2296.0,2.2897033158813263,1.233038348082596
幸手市,11240,50066.0,979.0,1.9554188471217993,1.1904761904761905
鶴ヶ島市,11241,70117.0,1281.0,1.8269463896059448,0.891555936562366
日高市,11242,54571.0,784.0,1.436660497333749,1.0909470533989871
吉川市,11243,71979.0,1558.0,2.1645202072826795,1.1347973904254345
ふじみ野市,11245,113597.0,2561.0,2.2544609452714424,1.1325039027390131
白岡市,11246,52214.0,535.0,1.0246294097368522,
伊奈町,11301,44841.0,398.0,0.8875805624317031,0.5106603285169671
三芳町,11324,38434.0,717.0,1.8655357235780816,0.9249212008474138
毛呂山町,11326,35366.0,523.0,1.478821466945654,0.860347211553234
越生町,11327,11029.0,124.0,1.1243086408559253,0.5902528515593842
滑川町,11341,19732.0,476.0,2.41232515710521,1.3623506321076029
嵐山町,11342,17889.0,569.0,3.180725585555369,1.51426907396622
小川町,11343,28524.0,269.0,0.9430654887112608,0.537781423753532
川島町,11346,19378.0,333.0,1.718443595830323,0.7043843409942655
吉見町,11347,18192.0,154.0,0.8465259454705365,0.5123582712652403
鳩山町,11348,13560.0,133.0,0.9808259587020648,0.4442992486115648
ときがわ町,11349,10540.0,176.0,1.669829222011385,1.2079239813174425
横瀬町,11361,7979.0,63.0,0.789572628148891,0.5089058524173028
皆野町,11362,9302.0,62.0,0.6665233283164911,0.4041146216017634
長瀞町,11363,6807.0,24.0,0.3525782282944028,0.3414264036418816
小鹿野町,11365,10928.0,100.0,0.9150805270863837,0.6772849062220899
東秩父村,11369,2709.0,9.0,0.3322259136212624,0.3882915173237753
美里町,11381,11039.0,137.0,1.2410544433372588,0.5601034037052994
神川町,11383,13359.0,346.0,2.5900142226214538,1.7553559087767796
上里町,11385,30343.0,945.0,3.1143921167979434,2.867926963029873
寄居町,11408,32374.0,509.0,1.5722493358868228,0.8525744954436183
宮代町,11442,34147.0,385.0,1.1274782557764955,0.924467168039
杉戸町,11464,43845.0,519.0,1.1837153609305509,0.679837180060951
松伏町,11465,28266.0,327.0,1.1568669072383784,0.8121208230346997
千葉県,12000,6284480.0,142177.0,2.262351061663017,1.269680351090498
千葉市,12100,974951.0,23142.0,2.3736577530563077,1.4966482938895698
千葉市中央区,12101,211736.0,4314.0,2.037442853364567,1.864930478922975
千葉市花見川区,12102,177328.0,3886.0,2.1914192908057384,1.01354525308236
千葉市稲毛区,12103,160582.0,3481.0,2.167739846309051,1.3044470361543532
千葉市若葉区,12104,146940.0,3196.0,2.175037430243637,1.1142263416564964
千葉市緑区,12105,129421.0,1346.0,1.040016689718052,0.5921867438751323
千葉市美浜区,12106,148944.0,6919.0,4.6453700719733595,2.912188170109615
銚子市,12202,58431.0,2137.0,3.657305197583475,2.807292408488819
市川市,12203,496676.0,15899.0,3.201080785059073,1.5401366056224797
船橋市,12204,642907.0,16915.0,2.631018172146205,1.2593589911992644
館山市,12205,45153.0,284.0,0.6289726042566385,0.6755934266585514
木更津市,12206,136166.0,2266.0,1.6641452344931922,1.0176936401880723
松戸市,12207,498232.0,15513.0,3.1136097239840073,1.5805324311548807
野田市,12208,152638.0,3163.0,2.072223168542565,0.9151655079715224
茂原市,12210,86782.0,1166.0,1.3435965983729343,1.051443315594259
成田市,12211,132906.0,5165.0,3.886205287947873,1.8668610828880117
佐倉市,12212,168743.0,3065.0,1.8163716420829308,0.8566467072823682
東金市,12213,58219.0,1371.0,2.354901320874629,2.320610192547489
旭市,12215,63745.0,1320.0,2.070750647109577,1.47846737524979
習志野市,12216,176197.0,4034.0,2.2894827948262457,1.0545189327174376
柏市,12217,426468.0,7882.0,1.8482043201365637,1.1675395780323357
勝浦市,12218,16927.0,165.0,0.9747740296567614,0.8033480854339041
市原市,12219,269524.0,5044.0,1.871447440673187,1.159705580280726
流山市,12220,199849.0,2745.0,1.3735370204504402,0.9415552736852376
八千代市,12221,199498.0,5367.0,2.6902525338599883,1.546519409213778
我孫子市,12222,130510.0,1623.0,1.2435828672132403,0.5850004103956961
鴨川市,12223,32116.0,507.0,1.5786523851039982,1.1407481966113069
鎌ケ谷市,12224,109932.0,1488.0,1.3535640213950442,0.7519494126264453
君津市,12225,82206.0,718.0,0.8734155657737879,0.6885878342006101
富津市,12226,42465.0,453.0,1.0667608618862594,0.542924302623094
浦安市,12227,171362.0,3691.0,2.153919772178196,1.7006617053925046
四街道市,12228,93576.0,2054.0,2.195007266820552,0.7748541383206882
袖ケ浦市,12229,63883.0,668.0,1.045661600112706,0.7025101482892884
八街市,12230,67455.0,2105.0,3.12059891779705,1.4751680052450418
印西市,12231,102609.0,1956.0,1.906265532263252,0.8891308292505897
白井市,12232,62441.0,1117.0,1.7888887109431304,0.7324550501284283
富里市,12233,49735.0,2751.0,5.531315974665729,2.391997964257052
南房総市,12234,35831.0,362.0,1.010298345008512,0.8431502945088354
匝瑳市,12235,35040.0,407.0,1.1615296803652968,0.8162957753554027
香取市,12236,72356.0,841.0,1.1623085853281,0.7023387155166172
山武市,12237,48444.0,907.0,1.8722648831640656,0.968104262867942
いすみ市,12238,35544.0,443.0,1.246342561332433,1.027781846589522
大網白里市,12239,48129.0,576.0,1.196783643956866,
酒々井町,12322,20745.0,445.0,2.145095203663533,1.1020062164453237
栄町,12329,20127.0,247.0,1.2272072340636957,0.7395925597874226
神崎町,12342,5816.0,125.0,2.1492434662998625,1.007127362875736
多古町,12347,13735.0,401.0,2.9195485984710596,1.7435320584926886
東庄町,12349,13228.0,236.0,1.7840943453280915,0.7126831199683252
九十九里町,12403,14639.0,290.0,1.9810096318054513,2.0828704732281715
芝山町,12409,7033.0,186.0,2.6446751030854543,1.7171717171717171
横芝光町,12410,22075.0,315.0,1.4269535673839184,0.8429584599797365
一宮町,12421,11897.0,125.0,1.050685046650416,0.5401362805384743
睦沢町,12422,6760.0,42.0,0.621301775147929,0.3542234332425067
長生村,12423,13803.0,88.0,0.6375425632108962,0.6914316702819957
白子町,12424,10305.0,83.0,0.8054342552159146,0.995802814583162
長柄町,12426,6721.0,70.0,1.0415116798095525,0.9956440572495332
長南町,12427,7198.0,26.0,0.3612114476243401,0.3306513832249531
大多喜町,12441,8885.0,92.0,1.0354530106921778,0.6278699278418143
御宿町,12443,6874.0,33.0,0.4800698283386674,0.4652364952184027
鋸南町,12463,6993.0,63.0,0.9009009009009008,0.3798882681564246
東京都,13000,14047594.0,483372.0,3.440959355744478,2.4228254383866483
特別区部,13100,9733276.0,403171.0,4.14219220743355,2.9872357597704817
千代田区,13101,66680.0,2724.0,4.085182963407318,1.462379284728855
中央区,13102,169179.0,7385.0,4.365198990418433,3.24693309004415
港区,13103,260486.0,17409.0,6.683276644426188,6.336926159381079
新宿区,13104,349385.0,27216.0,7.789687593915022,7.888841558155001
文京区,13105,240069.0,8457.0,3.5227372130512475,3.0499549911434185
台東区,13106,211444.0,14275.0,6.751196534306956,4.482515574553227
墨田区,13107,272085.0,10767.0,3.9572192513368982,3.233766548468131
江東区,13108,524310.0,28682.0,5.470427800347124,3.6261525674939623
品川区,13109,422488.0,11897.0,2.8159379674688987,2.18641014831564
目黒区,13110,288088.0,8642.0,2.9997778456582713,2.2252450340998027
大田区,13111,748081.0,20358.0,2.7213630609519557,2.146175290932874
世田谷区,13112,943664.0,22364.0,2.369911324369691,1.824684371216388
渋谷区,13113,243883.0,8704.0,3.5689244432781293,2.1198873305557187
中野区,13114,344880.0,15391.0,4.462711667826491,2.938840349483717
杉並区,13115,591108.0,14107.0,2.38653511710212,1.2356956087406676
豊島区,13116,301599.0,25573.0,8.47913951969337,6.2835905830447025
北区,13117,355213.0,20368.0,5.734024374107929,3.488663185752092
荒川区,13118,217475.0,16814.0,7.73146338659616,5.718263025342358
板橋区,13119,584483.0,23049.0,3.9434850970858006,1.852660575114217
練馬区,13120,752608.0,18129.0,2.40882371699477,1.7274941211298602
足立区,13121,695043.0,29791.0,4.286209630195542,3.367006815661096
葛飾区,13122,453093.0,19229.0,4.243941089356931,2.612599585165369
江戸川区,13123,697932.0,31840.0,4.562049024833366,3.1808615146244223
八王子市,13201,579355.0,11790.0,2.0350217051721313,1.151618903789826
立川市,13202,183581.0,4221.0,2.2992575484391087,1.501658614778369
武蔵野市,13203,150149.0,2911.0,1.9387408507549169,1.4055674888635803
三鷹市,13204,195391.0,3411.0,1.745730356055294,1.235470193408318
青梅市,13205,133535.0,1858.0,1.3913955142846446,0.6853788243061886
府中市,13206,262790.0,4893.0,1.8619429963088396,1.7244213443128538
昭島市,13207,113949.0,2669.0,2.342275930460118,1.6011113386822442
調布市,13208,242614.0,3980.0,1.6404659252969738,1.220521214885976
町田市,13209,431079.0,6276.0,1.4558816365445777,1.1316503781145562
小金井市,13210,126074.0,2456.0,1.948062249155258,1.2755359606906067
小平市,13211,198739.0,4673.0,2.351325104785674,1.6788301654770497
日野市,13212,190435.0,2989.0,1.569564418305459,0.8375358229844712
東村山市,13213,151815.0,2723.0,1.7936304054276586,0.905852549867476
国分寺市,13214,129242.0,2257.0,1.7463363302951052,1.3112308329879818
国立市,13215,77130.0,1565.0,2.0290418773499286,1.3521387895642962
福生市,13218,56414.0,3080.0,5.45963767859042,3.5671282360024077
狛江市,13219,84772.0,1159.0,1.3671967158967584,0.833005295170855
東大和市,13220,83901.0,1071.0,1.276504451675189,1.0990995329127944
清瀬市,13221,76208.0,1230.0,1.6140037791307995,0.995897657346432
東久留米市,13222,115271.0,2028.0,1.7593323559264689,0.882055154188046
武蔵村山市,13223,70829.0,1472.0,2.0782447867398948,1.426063123634962
多摩市,13224,146951.0,2366.0,1.6100604963559282,0.7619473342002601
稲城市,13225,93151.0,1312.0,1.4084658243067707,1.2341604290681911
羽村市,13227,54326.0,1313.0,2.416890623274307,2.009398232571188
あきる野市,13228,79292.0,839.0,1.0581143116581748,0.6739377751397339
西東京市,13229,207388.0,4566.0,2.2016702991494204,1.025387891771962
瑞穂町,13303,31765.0,712.0,2.2414607272154887,1.3643012807117054
日の出町,13305,16958.0,75.0,0.4422691355112631,0.3543543543543543
檜原村,13307,2003.0,5.0,0.2496255616575137,0.3518373729476153
奥多摩町,13308,4750.0,48.0,1.0105263157894735,0.3143093465674111
大島町,13361,7102.0,86.0,1.210926499577584,0.4254816215577355
利島村,13362,327.0,5.0,1.529051987767584,0.5865102639296188
新島村,13363,2441.0,11.0,0.4506349856616141,0.1734304543877905
神津島村,13364,1855.0,5.0,0.2695417789757413,0.1588141874007411
三宅村,13381,2273.0,31.0,1.3638363396392434,1.6442451420029895
御蔵島村,13382,323.0,10.0,3.095975232198142,0.5747126436781609
八丈町,13401,7042.0,82.0,1.1644419199091167,1.1663224395577694
青ヶ島村,13402,169.0,,,1.4925373134328357
小笠原村,13421,2929.0,23.0,0.7852509388869922,0.5385996409335727
神奈川県,14000,9237337.0,195535.0,2.116789719807776,1.3890517488805394
横浜市,14100,3777491.0,88067.0,2.3313622719418787,1.43757829500487
横浜市鶴見区,14101,297437.0,12225.0,4.110114074577138,2.138673956014079
横浜市神奈川区,14102,247267.0,6441.0,2.604876510007401,1.4741099006550171
横浜市西区,14103,104935.0,4413.0,4.205460523181017,2.311657372953714
横浜市中区,14104,151388.0,12708.0,8.39432451713478,5.839775941054419
横浜市南区,14105,198157.0,9165.0,4.62512048527178,2.7080901133299005
横浜市保土ケ谷区,14106,207811.0,4975.0,2.394002242422201,1.463941074556946
横浜市磯子区,14107,166731.0,4083.0,2.448854742069561,1.4463632632307628
横浜市金沢区,14108,198939.0,2795.0,1.4049532771352022,1.0651108116631784
横浜市港北区,14109,358530.0,6083.0,1.6966502105820993,1.1272615799266097
横浜市戸塚区,14110,283709.0,3878.0,1.3668935423268207,0.9601784750878524
横浜市港南区,14111,215248.0,2696.0,1.2525087341113506,0.8292270935048394
横浜市旭区,14112,245174.0,2695.0,1.0992193299452633,0.6866173342998017
横浜市緑区,14113,183082.0,3767.0,2.05754798396347,1.044299699939763
横浜市瀬谷区,14114,122623.0,1705.0,1.3904406188072385,0.9014048994192873
横浜市栄区,14115,120194.0,1075.0,0.8943874070253091,0.6334790895840341
横浜市泉区,14116,152378.0,2252.0,1.4779036343829162,1.3346349985227812
横浜市青葉区,14117,310756.0,3989.0,1.2836437590907337,0.8452268671725321
横浜市都筑区,14118,213132.0,3122.0,1.4648199238030892,0.8799081834938963
川崎市,14130,1538262.0,38482.0,2.501654464584057,1.85912149459282
川崎市川崎区,14131,232965.0,13134.0,5.637756744575365,4.137064713244497
川崎市幸区,14132,171119.0,4844.0,2.8307785809875,1.993359790418385
川崎市中原区,14133,263683.0,5240.0,1.9872346719356195,1.593245698407609
川崎市高津区,14134,234328.0,4685.0,1.9993342664982416,1.493375046006625
川崎市多摩区,14135,221734.0,4494.0,2.0267527758485393,1.5503006161930677
川崎市宮前区,14136,233728.0,3385.0,1.4482646495071194,1.08513389410007
川崎市麻生区,14137,180705.0,2700.0,1.4941479206441437,1.0433953603333217
相模原市,14150,725493.0,13334.0,1.8379226264071464,1.1011171440357663
相模原市緑区,14151,170207.0,2935.0,1.7243709130646805,0.92455957137668
相模原市中央区,14152,273875.0,5063.0,1.8486535828388864,1.2037994216968553
相模原市南区,14153,281411.0,5336.0,1.8961589987598209,1.1145777142773834
横須賀市,14201,388078.0,5081.0,1.3092728781327465,0.6669455566843961
平塚市,14203,258422.0,4715.0,1.8245350628042505,1.2849911803052383
鎌倉市,14204,172710.0,1401.0,0.8111863817960743,0.6390766088782313
藤沢市,14205,436905.0,5198.0,1.1897323216717592,0.9695916339767172
小田原市,14206,188856.0,2312.0,1.2242131571144153,0.9393577273896142
茅ヶ崎市,14207,242389.0,1753.0,0.72321763776409,0.5070592689328359
逗子市,14208,57060.0,491.0,0.8604977216964599,0.6466330486089671
三浦市,14210,42069.0,294.0,0.6988518861869786,0.3970880211780278
秦野市,14211,162439.0,3254.0,2.003213513996023,1.6197948808369331
厚木市,14212,223705.0,7283.0,3.2556268299769786,1.830050797611621
大和市,14213,239169.0,6189.0,2.587709945686941,2.021158177977615
伊勢原市,14214,101780.0,2509.0,2.4651208488897622,1.1926087946238582
海老名市,14215,136516.0,2431.0,1.7807436490960769,1.4118255068242147
座間市,14216,132325.0,2935.0,2.2180238050255054,1.5498006736920178
南足柄市,14217,40841.0,335.0,0.8202541563624788,0.595184007269423
綾瀬市,14218,83913.0,3771.0,4.493940152300597,3.476138372190893
葉山町,14301,31665.0,234.0,0.738986262434865,0.598181041323323
寒川町,14321,48348.0,857.0,1.7725655663109126,1.0782010404430271
