全国，都道府県，市区町村,自治体コード,人口総数,うち外国人数,外国人比率（%）,2010年外国人比率（％）
大磯町,14341,31634.0,141.0,0.4457229563128279,0.3299830467425527
二宮町,14342,27564.0,174.0,0.631258162821071,0.4335749610459996
中井町,14361,9300.0,329.0,3.5376344086021505,0.8591408591408592
大井町,14362,17129.0,120.0,0.7005662910852939,0.3894947696416648
松田町,14363,10836.0,80.0,0.7382798080472499,0.3768413840356286
山北町,14364,9761.0,73.0,0.747874193217908,0.5270316218973139
開成町,14366,18329.0,156.0,0.8511102624256642,0.6475655201906042
箱根町,14382,11293.0,354.0,3.1346852032232357,0.8951129719194398
真鶴町,14383,6722.0,56.0,0.8330853912526033,0.6332196785192401
湯河原町,14384,23426.0,273.0,1.1653718091009988,0.9311680572109654
愛川町,14401,39869.0,2831.0,7.100754972535052,4.7470835610254465
清川村,14402,3038.0,22.0,0.7241606319947334,0.6360219716681121
新潟県,15000,2201272.0,15028.0,0.6826961865684931,0.5017583019225504
新潟市,15100,789275.0,4672.0,0.5919356371353457,0.5043718384384303
新潟市北区,15101,72804.0,469.0,0.644195373880556,0.6016413084088069
新潟市東区,15102,134446.0,800.0,0.5950344376180772,0.5351349785656355
新潟市中央区,15103,180345.0,1540.0,0.8539188777066178,0.6940405567833741
新潟市江南区,15104,67972.0,342.0,0.5031483552050844,0.5189937288257767
新潟市秋葉区,15105,75069.0,249.0,0.3316948407465132,0.2935509317332436
新潟市南区,15106,43437.0,159.0,0.3660473789626355,0.178917548829581
新潟市西区,15107,160656.0,876.0,0.5452644158948311,0.4892598472070641
新潟市西蒲区,15108,54546.0,237.0,0.4344956550434495,0.2897596312150148
長岡市,15202,266936.0,2091.0,0.7833338328288428,0.6979771751204569
三条市,15204,94642.0,596.0,0.6297415523763233,0.2776365698197317
柏崎市,15205,81526.0,779.0,0.9555233913107476,0.834326579261025
新発田市,15206,94927.0,574.0,0.6046751714475334,0.3873441236339202
小千谷市,15208,34096.0,172.0,0.5044580009385266,0.4300518134715026
加茂市,15209,25441.0,89.0,0.3498290161550254,0.2654391505947181
十日町市,15210,49820.0,276.0,0.5539943797671617,0.5228225628490435
見附市,15211,39237.0,230.0,0.5861814104034457,0.3487649897281544
村上市,15212,57418.0,312.0,0.5433836079278275,0.3417285140078582
燕市,15213,77201.0,456.0,0.5906659240165283,0.3322096829351702
糸魚川市,15216,40765.0,361.0,0.8855635962222494,0.6708314116808519
妙高市,15217,30383.0,264.0,0.8689069545469505,0.4484304932735426
五泉市,15218,47625.0,472.0,0.9910761154855644,0.2218148487626031
上越市,15222,188047.0,1507.0,0.801395395831893,0.486515382615903
阿賀野市,15223,40696.0,240.0,0.5897385492431689,0.3819139596136962
佐渡市,15224,51492.0,200.0,0.3884098500737978,0.3666682608764965
魚沼市,15225,34483.0,220.0,0.6379955340312617,0.4484527142538589
南魚沼市,15226,54851.0,689.0,1.2561302437512534,1.0093470076593536
胎内市,15227,28509.0,190.0,0.6664562068118839,0.2354887983706721
聖籠町,15307,14259.0,277.0,1.9426327231923697,0.3133197318566016
弥彦村,15342,7705.0,20.0,0.2595717066839714,0.1980890235376369
田上町,15361,11227.0,39.0,0.3473768593569074,0.2501759049331561
阿賀町,15385,9965.0,36.0,0.3612644254892122,0.3157182590393144
出雲崎町,15405,4113.0,14.0,0.3403841478239727,0.2037905033625433
湯沢町,15461,7767.0,111.0,1.429123213595983,0.631252977608385
津南町,15482,8989.0,103.0,1.1458449215708089,1.0017461630364857
刈羽村,15504,4380.0,14.0,0.319634703196347,0.1458333333333333
関川村,15581,5144.0,22.0,0.4276827371695179,0.3106554830692761
粟島浦村,15586,353.0,2.0,0.56657223796034,0.819672131147541
富山県,16000,1034814.0,16326.0,1.577674828519908,1.0063599534231515
富山市,16201,413938.0,6380.0,1.541293623682774,1.0169379054065264
高岡市,16202,166393.0,2986.0,1.794546645592062,1.1734569268605768
魚津市,16204,40535.0,384.0,0.947329468360676,0.6739473742743388
氷見市,16205,43950.0,424.0,0.9647326507394768,0.7868383404864091
滑川市,16206,32349.0,387.0,1.1963275526291384,0.6978263451716356
黒部市,16207,39638.0,315.0,0.7946919622584389,0.4730956704578037
砺波市,16208,48154.0,709.0,1.4723595132283922,0.9289617486338796
小矢部市,16209,28983.0,514.0,1.7734534037194216,0.91683038637852
南砺市,16210,47937.0,811.0,1.6918038258547676,1.2261530589869165
射水市,16211,90742.0,2374.0,2.6162085913909765,1.321750651792965
舟橋村,16321,3132.0,51.0,1.628352490421456,0.1348163127738456
上市町,16322,19351.0,217.0,1.1213890754999742,0.9970407466423856
立山町,16323,24792.0,207.0,0.834946757018393,0.4369038083448627
入善町,16342,23839.0,443.0,1.858299425311464,1.4347730115517623
朝日町,16343,11081.0,124.0,1.1190325782871582,0.7911508314409201
石川県,17000,1132526.0,13685.0,1.2083607793551758,0.8350230982024093
金沢市,17201,463254.0,4798.0,1.0357169069236316,0.9165997997235926
七尾市,17202,50300.0,643.0,1.2783300198807157,0.694300518134715
小松市,17203,106216.0,2271.0,2.138095955411614,1.3049532891278486
輪島市,17204,24608.0,173.0,0.7030234070221066,0.5526157143814053
珠洲市,17205,12929.0,75.0,0.5800912676927836,0.5766871165644172
加賀市,17206,63220.0,915.0,1.4473267953179374,0.731703924214392
羽咋市,17207,20407.0,145.0,0.710540500808546,0.2518235498436957
かほく市,17209,34889.0,297.0,0.8512711742956233,0.6724192663992381
白山市,17210,110408.0,1402.0,1.269835519165278,0.5277976443748359
能美市,17211,48523.0,1134.0,2.3370360447622773,1.4359079704190634
野々市市,17212,57238.0,473.0,0.8263740871449037,
川北町,17324,6135.0,63.0,1.0268948655256724,0.4717748495200911
津幡町,17361,36957.0,275.0,0.7441080174256568,0.4466702761234434
内灘町,17365,26574.0,320.0,1.204184541280951,0.6201953429643109
志賀町,17384,18630.0,163.0,0.874932903918411,0.6616852718761254
宝達志水町,17386,12121.0,173.0,1.427274977312103,0.8194998949359109
中能登町,17407,16540.0,179.0,1.082224909310762,0.8362557323981658
穴水町,17461,7890.0,80.0,1.0139416983523446,0.421160760143811
能登町,17463,15687.0,106.0,0.6757187480079047,1.0682340914899051
福井県,18000,766863.0,13796.0,1.7990175559389354,1.3099115233023362
福井市,18201,262328.0,3879.0,1.4786831752615046,1.210288010314997
敦賀市,18202,64264.0,734.0,1.1421635752520851,1.096517119244392
小浜市,18204,28991.0,278.0,0.9589182849849954,0.9604339502233568
大野市,18205,31286.0,469.0,1.4990730678258646,1.00025502252699
勝山市,18206,22150.0,277.0,1.2505643340857788,1.0445299615173174
鯖江市,18207,68302.0,787.0,1.1522356592779128,0.9785025945144552
あわら市,18208,27524.0,466.0,1.6930678680424356,0.8669845610057021
越前市,18209,80611.0,4649.0,5.767202987185371,3.479571098184876
坂井市,18210,88481.0,1409.0,1.592432273595461,1.0457018498367792
永平寺町,18322,18965.0,236.0,1.244397574479304,1.2059863418414296
池田町,18382,2423.0,14.0,0.5777961205117622,0.2954694681549573
南越前町,18404,10002.0,57.0,0.5698860227954409,0.683923469829452
越前町,18423,20118.0,174.0,0.864897107068297,0.6390328151986183
美浜町,18442,9179.0,70.0,0.7626103061335657,0.3786802991574363
高浜町,18481,10326.0,144.0,1.3945380592678676,1.3288736214066172
おおい町,18483,7910.0,68.0,0.8596713021491783,0.8158508158508158
若狭町,18501,14003.0,85.0,0.6070127829750768,0.4223864836325237
山梨県,19000,809974.0,13993.0,1.7275863175855029,1.446455985864496
甲府市,19201,189591.0,4743.0,2.501701030112189,2.3267267025810083
富士吉田市,19202,46530.0,437.0,0.9391790242854072,0.8415812244414153
都留市,19204,31016.0,517.0,1.6668816094918752,1.0539478385137548
山梨市,19205,33435.0,185.0,0.5533123971885748,0.4045395308427454
大月市,19206,22512.0,170.0,0.7551528073916134,0.4054054054054054
韮崎市,19207,29067.0,487.0,1.675439501840575,1.5703420882470671
南アルプス市,19208,69459.0,971.0,1.3979469903108308,1.1936394300268467
北杜市,19209,44053.0,506.0,1.148616439289038,0.9346789303355476
甲斐市,19210,75313.0,965.0,1.2813192941457652,1.578441069275272
笛吹市,19211,66947.0,874.0,1.3055103290662764,0.9301138538757108
上野原市,19212,22669.0,319.0,1.40720808152102,0.4462639226967618
甲州市,19213,29237.0,162.0,0.5540924171426617,0.3153830282665723
中央市,19214,31216.0,1646.0,5.272936955407483,4.737883915458783
市川三郷町,19346,14700.0,213.0,1.4489795918367347,1.338320378703758
早川町,19364,1098.0,7.0,0.6375227686703097,0.0802568218298555
身延町,19365,10663.0,96.0,0.9003094813842258,0.6084912183653713
南部町,19366,7156.0,59.0,0.8244829513694802,0.6880479414049495
富士川町,19368,14219.0,144.0,1.012729446515226,1.2142024897283377
昭和町,19384,20909.0,692.0,3.309579606867856,3.115617742026851
道志村,19422,1607.0,9.0,0.5600497822028625,0.3647733194372068
西桂町,19423,4041.0,29.0,0.7176441474882455,0.2862805549438449
忍野村,19424,9237.0,238.0,2.576594132294035,0.89171974522293
山中湖村,19425,5179.0,121.0,2.3363583703417645,1.3335837716003005
鳴沢村,19429,2824.0,21.0,0.7436260623229463,0.9446693657219972
富士河口湖町,19430,26082.0,373.0,1.4301050532934592,0.5260884927957284
小菅村,19442,684.0,8.0,1.1695906432748535,0.1225490196078431
丹波山村,19443,530.0,1.0,0.1886792452830188,0.437956204379562
長野県,20000,2048011.0,31491.0,1.5376382255759369,1.3863743113077245
長野市,20201,372760.0,3094.0,0.8300246807597382,0.7394282209425155
松本市,20202,241145.0,3425.0,1.4203072839992537,1.43434950233915
上田市,20203,154055.0,3148.0,2.043426049138295,1.8208362312574795
岡谷市,20204,47790.0,723.0,1.5128688010043942,1.2452451694706763
飯田市,20205,98164.0,1995.0,2.032313271667821,1.7923767029002706
諏訪市,20206,48729.0,1075.0,2.206078515873505,2.279296875
須坂市,20207,49559.0,624.0,1.2591053088238262,0.7073301640852631
小諸市,20208,40991.0,753.0,1.836988607255251,1.470554810555265
伊那市,20209,66125.0,1645.0,2.487712665406427,2.496729635829125
駒ヶ根市,20210,32202.0,552.0,1.714179243525247,1.721425815451281
中野市,20211,42338.0,546.0,1.289621616514715,1.1043428721679305
大町市,20212,26029.0,468.0,1.7979945445464671,1.419415455857186
飯山市,20213,19539.0,191.0,0.977532115256666,0.7559991505627522
茅野市,20214,56400.0,907.0,1.6081560283687943,1.5959993616002552
塩尻市,20215,67241.0,1233.0,1.8337026516559836,2.0156642529924635
佐久市,20217,98199.0,1109.0,1.1293394026415748,0.9696475455485718
千曲市,20218,58852.0,754.0,1.2811799089240807,1.1712959979377455
東御市,20219,30122.0,465.0,1.5437221964013017,1.5181131091998958
安曇野市,20220,94222.0,1092.0,1.1589649975589564,1.402377719503726
小海町,20303,4353.0,68.0,1.562141052147944,1.6023166023166022
川上村,20304,4344.0,825.0,18.99171270718232,15.74818986323411
南牧村,20305,3242.0,452.0,13.942011104256633,11.394557823129253
南相木村,20306,962.0,21.0,2.182952182952183,1.9625334522747548
北相木村,20307,752.0,34.0,4.521276595744681,1.9002375296912115
佐久穂町,20309,10218.0,70.0,0.6850655705617538,0.7374264644958157
軽井沢町,20321,19188.0,393.0,2.048155096935585,0.9201808812703752
御代田町,20323,15555.0,367.0,2.3593699774991967,2.7344280092278463
立科町,20324,6612.0,107.0,1.61826981246219,0.8433891267678734
青木村,20349,4121.0,30.0,0.7279786459597185,0.6725970926448254
長和町,20350,5600.0,48.0,0.8571428571428572,0.7669616519174041
下諏訪町,20361,19155.0,234.0,1.2216131558339858,1.1331971019877392
富士見町,20362,14084.0,214.0,1.5194547003692134,1.010562002868692
原村,20363,7680.0,116.0,1.5104166666666667,1.095998943615476
辰野町,20382,18555.0,353.0,1.9024521692266236,1.5113109187431248
箕輪町,20383,24989.0,743.0,2.973308255632478,3.006027313649195
飯島町,20384,9004.0,223.0,2.476677032430031,2.0601898606342153
南箕輪村,20385,15797.0,276.0,1.7471671836424638,2.3516468404043183
中川村,20386,4651.0,63.0,1.3545474091593206,0.6897910918407568
宮田村,20388,8569.0,272.0,3.174232699264792,2.0837976376197904
松川町,20402,12530.0,114.0,0.9098164405426976,0.8262649897630887
高森町,20403,12811.0,158.0,1.2333151198189056,0.8171912832929782
阿南町,20404,4299.0,41.0,0.9537101651546872,0.9715857011915672
阿智村,20407,6068.0,127.0,2.092946605141727,1.819215463331438
平谷村,20409,387.0,3.0,0.7751937984496124,0.3552397868561279
根羽村,20410,852.0,15.0,1.7605633802816902,0.974313551815766
下條村,20411,3545.0,36.0,1.0155148095909732,0.8333333333333334
売木村,20412,548.0,7.0,1.2773722627737227,1.3719512195121952
天龍村,20413,1178.0,11.0,0.933786078098472,1.2070006035003018
泰阜村,20414,1542.0,26.0,1.6861219195849546,1.6753926701570685
喬木村,20415,5973.0,57.0,0.9542943244600702,1.1805140466228332
豊丘村,20416,6426.0,119.0,1.8518518518518516,1.3638363396392434
大鹿村,20417,1023.0,12.0,1.1730205278592376,0.7758620689655172
上松町,20422,4131.0,55.0,1.3313967562333575,1.201143946615825
南木曽町,20423,3915.0,29.0,0.7407407407407408,0.6444906444906445
木祖村,20425,2692.0,24.0,0.8915304606240713,1.0210593490746651
王滝村,20429,715.0,13.0,1.818181818181818,1.3471502590673576
大桑村,20430,3439.0,76.0,2.209944751381215,0.8685162846803377
木曽町,20432,10584.0,121.0,1.1432350718065003,1.059405163619242
麻績村,20446,2593.0,18.0,0.6941766293868107,0.7744107744107744
生坂村,20448,1639.0,11.0,0.6711409395973155,0.6144393241167435
山形村,20450,8400.0,163.0,1.9404761904761905,0.9970326409495548
朝日村,20451,4279.0,41.0,0.9581677962140688,0.6116852984602404
筑北村,20452,4149.0,28.0,0.6748614123885274,1.237432327919567
池田町,20481,9382.0,120.0,1.2790449797484544,0.706747991093039
松川村,20482,9599.0,134.0,1.3959787477862278,1.2880214009709698
白馬村,20485,8575.0,292.0,3.405247813411079,0.9777294948397608
小谷村,20486,2647.0,61.0,2.30449565545901,0.9003415088481838
坂城町,20521,14004.0,377.0,2.6920879748643247,1.5829624920534011
小布施町,20541,10660.0,47.0,0.4409005628517823,0.4335260115606936
高山村,20543,6617.0,98.0,1.4810337010729937,0.3834457225968531
山ノ内町,20561,11352.0,163.0,1.4358703312191683,0.8846322561778037
木島平村,20562,4375.0,21.0,0.48,0.688398461226969
野沢温泉村,20563,3279.0,32.0,0.9759072888075632,0.3373994290163509
信濃町,20583,7739.0,59.0,0.7623723995348236,0.692790647326261
小川村,20588,2215.0,16.0,0.7223476297968396,0.4603748766853008
飯綱町,20590,10296.0,43.0,0.4176379176379176,0.4551201011378002
栄村,20602,1660.0,15.0,0.9036144578313252,0.7674943566591422
岐阜県,21000,1978742.0,48979.0,2.475259533582448,1.7723701720466385
岐阜市,21201,402557.0,6362.0,1.5803973101945812,1.5249215754618333
大垣市,21202,158286.0,4934.0,3.1171423878296247,2.4553239017125836
高山市,21203,84419.0,706.0,0.8363046233667777,0.5628214389683763
多治見市,21204,106732.0,1870.0,1.752051868230709,1.0311292686176117
関市,21205,85283.0,1952.0,2.2888500639048814,1.5915902776258504
中津川市,21206,76570.0,1755.0,2.2920203735144313,0.778642936596218
美濃市,21207,19247.0,486.0,2.5250688418974385,1.811834371823766
瑞浪市,21208,37150.0,941.0,2.5329744279946165,1.7976081412335654
羽島市,21209,65649.0,987.0,1.503450166796143,1.181600369064095
恵那市,21210,47774.0,818.0,1.7122284087579018,0.9177556871067426
美濃加茂市,21211,56689.0,4642.0,8.188537458766252,7.654077363006816
土岐市,21212,55348.0,1640.0,2.9630700296307,1.9379909053327824
各務原市,21213,144521.0,2974.0,2.057832425737436,1.7842916403395512
可児市,21214,99968.0,7335.0,7.33734795134443,4.201732419229033
山県市,21215,25280.0,593.0,2.3457278481012658,1.7482871511019609
瑞穂市,21216,56388.0,2158.0,3.8270554018585514,2.721847930702599
飛騨市,21217,22538.0,122.0,0.5413080131333747,0.4825677091126739
本巣市,21218,32928.0,576.0,1.749271137026239,0.9530059634205496
郡上市,21219,38997.0,493.0,1.2641998102418135,0.636083702321818
下呂市,21220,30428.0,463.0,1.5216248192454318,0.9748306438288264
海津市,21221,32735.0,686.0,2.09561631281503,1.2018660551909544
岐南町,21302,25881.0,574.0,2.217843205440285,1.7854142160981346
笠松町,21303,22208.0,321.0,1.4454250720461097,1.1004428076636417
養老町,21341,26882.0,438.0,1.62934305483223,0.9064215498531852
垂井町,21361,26402.0,794.0,3.0073479281872584,2.799508858095071
関ケ原町,21362,6610.0,139.0,2.102874432677761,1.173418972332016
神戸町,21381,18585.0,363.0,1.95318805488297,1.5350112135559433
輪之内町,21382,9654.0,456.0,4.723430702299565,2.582768248903071
安八町,21383,14355.0,275.0,1.9157088122605364,1.08702769956126
揖斐川町,21401,19529.0,222.0,1.1367709560141328,0.786242852337706
大野町,21403,22041.0,262.0,1.1886937979220544,0.7921539041870993
池田町,21404,23360.0,520.0,2.2260273972602738,1.1969575660528424
北方町,21421,18139.0,436.0,2.4036606207618942,1.690676814351726
坂祝町,21501,8071.0,503.0,6.232189319786891,6.398756129649563
富加町,21502,5626.0,135.0,2.399573409171703,1.885424220449601
川辺町,21503,9860.0,200.0,2.028397565922921,1.652034362314736
七宗町,21504,3402.0,27.0,0.7936507936507936,0.4683318465655665
八百津町,21505,10195.0,139.0,1.3634134379597842,0.45662100456621
白川町,21506,7412.0,104.0,1.4031300593631948,0.6820566631689402
東白川村,21507,2016.0,20.0,0.992063492063492,0.6762132060461415
御嵩町,21521,17516.0,529.0,3.0200959123087463,1.7424564385890355
白川村,21604,1511.0,29.0,1.9192587690271343,1.03866128101558
静岡県,22000,3633202.0,86046.0,2.3683241394230214,1.6363847397893283
静岡市,22100,693389.0,9764.0,1.4081561720765687,0.9516934586433622
静岡市葵区,22101,249297.0,2756.0,1.1055086904375102,0.8231032794909446
静岡市駿河区,22102,213026.0,4268.0,2.0035113084787772,1.1743226054754787
静岡市清水区,22103,231066.0,2740.0,1.1858083837518285,0.8927886730464194
浜松市,22130,790718.0,22368.0,2.8288214002969454,2.2684194359605727
浜松市中区,22131,235240.0,8218.0,3.49345349430369,2.996934714878164
浜松市東区,22132,129356.0,3075.0,2.37716070379418,2.211533145353016
浜松市西区,22133,108160.0,2644.0,2.4445266272189348,1.7192531719077198
浜松市南区,22134,99769.0,4108.0,4.117511451452857,3.4566960666529924
浜松市北区,22135,92688.0,1726.0,1.8621612290695668,1.0836501901140685
浜松市浜北区,22136,98779.0,2247.0,2.2747750027839926,1.474074724502788
浜松市天竜区,22137,26726.0,350.0,1.3095861707700367,1.0542745236622788
沼津市,22203,189386.0,4042.0,2.1342654684084357,1.2599849731097754
熱海市,22205,34208.0,494.0,1.444106641721235,0.6563833278634723
三島市,22206,107783.0,1192.0,1.1059257953480606,0.9531643985049804
富士宮市,22207,128105.0,1914.0,1.4940868818547286,0.9689320535450489
伊東市,22208,65491.0,494.0,0.754302117848254,0.536136735865168
島田市,22209,95719.0,1306.0,1.36441040963654,0.8007898200965335
富士市,22210,245392.0,4998.0,2.036741214057508,1.5785723564817913
磐田市,22211,166672.0,7346.0,4.407458961313238,2.8696812453669387
焼津市,22212,136845.0,4355.0,3.182432679308707,1.7068181976837535
掛川市,22213,114954.0,4090.0,3.5579449170972737,2.442357106640427
藤枝市,22214,141342.0,1618.0,1.1447411243650154,0.8863813831770441
御殿場市,22215,86614.0,2100.0,2.4245503036460616,1.8263506683140516
袋井市,22216,87864.0,4336.0,4.934899389966311,2.9300143789925275
下田市,22219,20183.0,173.0,0.8571570133280483,0.7835925318834206
裾野市,22220,50911.0,712.0,1.3985189841095245,1.3346533201334654
湖西市,22221,57885.0,3284.0,5.673317785263885,3.951286871745387
伊豆市,22222,28190.0,197.0,0.6988293721177722,0.4561136775627156
御前崎市,22223,31103.0,914.0,2.9386232839275954,2.4063400576368874
菊川市,22224,47789.0,3473.0,7.2673627822302205,5.129567823813269
伊豆の国市,22225,46804.0,554.0,1.1836595162806598,0.765187034443565
牧之原市,22226,43502.0,1968.0,4.5239299342558965,2.166506864685122
東伊豆町,22301,11488.0,140.0,1.2186629526462396,0.5688282138794084
河津町,22302,6870.0,44.0,0.6404657933042213,0.3000750187546886
南伊豆町,22304,7877.0,45.0,0.5712834835597308,0.4098360655737705
松崎町,22305,6038.0,21.0,0.3477972838688307,0.3528028224225794
西伊豆町,22306,7090.0,88.0,1.2411847672778562,0.9927130636814868
函南町,22325,36794.0,282.0,0.766429309126488,0.5625988436908558
清水町,22341,31710.0,1154.0,3.639230526647745,2.334220791282273
長泉町,22342,43336.0,401.0,0.9253276721432528,0.7261487132939185
小山町,22344,18568.0,196.0,1.0555794915984489,0.7949973338504048
吉田町,22424,28919.0,1555.0,5.377087727791417,2.3578735535804127
川根本町,22429,6206.0,87.0,1.4018691588785046,0.8422095615556106
森町,22461,17457.0,341.0,1.9533711405166985,0.879855930023154
愛知県,23000,7542415.0,231369.0,3.067571858615576,2.1621113956688953
名古屋市,23100,2332176.0,69501.0,2.9800924115504146,2.31835059415326
名古屋市千種区,23101,165245.0,5711.0,3.4560803655178676,2.3822766615629787
名古屋市東区,23102,84392.0,3364.0,3.986159825575884,3.0898569712850747
名古屋市北区,23103,162956.0,5292.0,3.2475023932840767,2.354857194559218
名古屋市西区,23104,151082.0,3740.0,2.4754768933426883,1.6469533432187315
名古屋市中村区,23105,138599.0,4210.0,3.037539953390717,2.7077641667401076
名古屋市中区,23106,93100.0,5254.0,5.6433941997851775,4.853675034778503
名古屋市昭和区,23107,107599.0,3461.0,3.2165726447271816,2.989501212856277
名古屋市瑞穂区,23108,108332.0,1422.0,1.312631540080493,1.5952637039434232
名古屋市熱田区,23109,66957.0,1940.0,2.8973819018175844,2.268267433056753
名古屋市中川区,23110,220728.0,6367.0,2.8845456851871987,1.996650430433232
名古屋市港区,23111,143715.0,8293.0,5.770448457015622,3.77441946185035
名古屋市南区,23112,134510.0,5662.0,4.20935246450078,2.8285330125256527
名古屋市守山区,23113,176587.0,3290.0,1.8631043055264545,2.101441106845999
名古屋市緑区,23114,248802.0,4990.0,2.005610887372288,1.531847799574898
名古屋市名東区,23115,164755.0,3327.0,2.0193620830930774,1.8284351476908556
名古屋市天白区,23116,164817.0,3178.0,1.9281991542134609,1.4314232995157217
豊橋市,23201,371920.0,16916.0,4.548289954828996,3.2846163036119624
岡崎市,23202,384654.0,10887.0,2.8303358342822382,2.2311921086484205
一宮市,23203,380073.0,5774.0,1.5191818413831029,0.9203150837634652
瀬戸市,23204,127792.0,3971.0,3.107393264054088,2.4564375605033884
半田市,23205,117884.0,3862.0,3.2761019307115467,1.6671154946645572
春日井市,23206,308681.0,6657.0,2.156595320087728,1.6794897388151284
豊川市,23207,184661.0,6115.0,3.311473456766724,2.3344399982410624
津島市,23208,60942.0,1347.0,2.210298316432018,0.969996015814153
碧南市,23209,72458.0,5045.0,6.962654227276491,3.247799161320781
刈谷市,23210,153834.0,4708.0,3.0604417749002173,2.154601765662192
豊田市,23211,422330.0,15974.0,3.7823502947931713,2.8454021120461603
安城市,23212,187990.0,7101.0,3.7773285813075166,2.5518912536165783
西尾市,23213,169046.0,8909.0,5.270163150858346,3.0508411109966955
蒲郡市,23214,79538.0,3025.0,3.8032135582991775,1.959902248051648
犬山市,23215,73090.0,2218.0,3.034614858393761,1.969467273065773
常滑市,23216,58710.0,1273.0,2.1682847896440127,1.1064931277115462
江南市,23217,98255.0,1544.0,1.5714213017149254,1.2253083324977438
小牧市,23219,148831.0,9011.0,6.054518211931654,3.797950140010331
稲沢市,23220,134751.0,3083.0,2.2879236517725285,1.4870787587399774
新城市,23221,44355.0,885.0,1.9952654717619207,1.3356329215466067
東海市,23222,113787.0,1753.0,1.5405977835780889,1.0706657999814282
大府市,23223,93123.0,2611.0,2.8038186055002523,1.919084094828092
知多市,23224,84364.0,1902.0,2.254516144326964,1.610277463193658
知立市,23225,72193.0,4729.0,6.550496585541535,5.067399631568175
尾張旭市,23226,83144.0,1309.0,1.5743769845088038,1.0907074192753266
高浜市,23227,46106.0,3290.0,7.135730707500108,3.78177027732982
岩倉市,23228,47983.0,2321.0,4.83712981681012,3.926911702577102
豊明市,23229,69295.0,3021.0,4.359621906342449,3.621765001075346
日進市,23230,91520.0,1396.0,1.5253496503496504,1.1954366845922817
田原市,23231,59360.0,1152.0,1.940700808625337,1.4488685101140069
愛西市,23232,60829.0,838.0,1.3776323792927714,0.7387115639139401
清須市,23233,67352.0,1201.0,1.783169022449222,1.371717079550466
北名古屋市,23234,86385.0,1950.0,2.2573363431151243,1.3754888379448578
弥富市,23235,43025.0,1521.0,3.5351539802440444,1.8487705675725643
みよし市,23236,61952.0,2026.0,3.2702737603305785,2.33452028353689
あま市,23237,86126.0,2048.0,2.3779114320878714,1.4092303434278202
長久手市,23238,60162.0,737.0,1.2250257637711512,
東郷町,23302,43903.0,1220.0,2.778853381317905,1.9067644739671696
豊山町,23342,15613.0,430.0,2.754115160443221,2.617146824019438
大口町,23361,24305.0,608.0,2.501542892408969,1.3810923995366655
扶桑町,23362,34133.0,424.0,1.24219963085577,0.6913403659336075
大治町,23424,32399.0,696.0,2.1482144510633043,1.4017597270081297
蟹江町,23425,37338.0,1415.0,3.7897048583212816,1.9052551242913216
飛島村,23427,4575.0,246.0,5.377049180327869,1.9447513812154695
阿久比町,23441,28383.0,305.0,1.0745869006095197,0.5890206549909683
東浦町,23442,49596.0,1314.0,2.6494072102588917,2.391566265060241
南知多町,23445,16617.0,389.0,2.3409761088042367,1.7616429023310138
美浜町,23446,22496.0,306.0,1.3602418207681366,0.9214393518150766
武豊町,23447,43535.0,1109.0,2.5473756747444587,1.2922090171665723
幸田町,23501,42449.0,1233.0,2.904662065066314,1.8692327972581069
設楽町,23561,4437.0,26.0,0.5859815190443994,1.0747096550528688
東栄町,23562,2942.0,17.0,0.5778382053025153,0.6920415224913495
豊根村,23563,1017.0,20.0,1.966568338249754,0.2994011976047904
三重県,24000,1770254.0,44721.0,2.5262476458180574,1.769805103077331
津市,24201,274537.0,7377.0,2.687069502471434,1.995828463040603
四日市市,24202,305424.0,8530.0,2.7928388076902926,1.9069682810966777
伊勢市,24203,122765.0,991.0,0.807233331975726,0.5887726355059837
松阪市,24204,159145.0,3859.0,2.4248326997392313,1.7230399304832251
桑名市,24205,138613.0,3707.0,2.6743523334752153,1.7642027229310715
鈴鹿市,24207,195670.0,6432.0,3.2871671692134714,2.554028490714676
名張市,24208,76387.0,965.0,1.2633039653344156,0.5742115490010463
尾鷲市,24209,16252.0,184.0,1.1321683485109524,0.5890281036290121
亀山市,24210,49835.0,1658.0,3.326979030801646,2.894772945534367
鳥羽市,24211,17525.0,165.0,0.94151212553495,0.5598320503848845
熊野市,24212,15965.0,104.0,0.6514249921703728,0.3814464449191334
いなべ市,24214,44973.0,1842.0,4.095790807818024,2.1911391296734086
志摩市,24215,46057.0,330.0,0.7165034631000716,0.4973123194500311
伊賀市,24216,88766.0,4993.0,5.624901426221752,4.09229787978232
木曽岬町,24303,6023.0,302.0,5.014112568487464,3.00510576221736
東員町,24324,25784.0,593.0,2.2998758920260625,1.6016523128482911
菰野町,24341,40559.0,770.0,1.8984688971621588,1.3032167692230727
朝日町,24343,11021.0,164.0,1.488068233372652,0.914190733430293
川越町,24344,15123.0,543.0,3.590557429081531,2.0924087695493823
多気町,24441,14021.0,138.0,0.984237928821054,0.6412747765254567
明和町,24442,22445.0,176.0,0.7841390064602362,0.6394253930714318
大台町,24443,8668.0,103.0,1.1882787263497925,0.7968509984639016
玉城町,24461,15041.0,164.0,1.090353035037564,0.8694515264430933
度会町,24470,7847.0,46.0,0.5862112909392124,0.3681546249424758
大紀町,24471,7815.0,83.0,1.0620601407549586,0.90392037375584
南伊勢町,24472,10989.0,79.0,0.7189007189007189,0.4462172943005882
