統計名：,令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）,,,,,,,,,,
表番号：,44-1,,,,,,,,,,
表題：,[外国人] 男女，国籍別人口－全国，都道府県，市区町村,,,,,,,,,,
実施年月：,2020年,10月,,,,,,,,,
市区町村時点（年月日）：,-,,,,,,,,,,
,,,,,,,,,,,
NA,欠測値,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,/表章事項 コード,2020_01,2020_01
,,,,,,,,,/表章事項 補助コード,-,-
,,,,,,,,,/表章事項,人口【人】,人口【人】
,,,,,,,,,/国籍 コード,0,1
,,,,,,,,,/国籍 補助コード,-,-
時間軸（年次） コード,時間軸（年次） 補助コード,時間軸（年次）,男女 コード,男女 補助コード,男女,全国，都道府県，市区町村 コード,全国，都道府県，市区町村 補助コード,全国，都道府県，市区町村,/国籍,総数,外国人
2020000000,,2020年,0,,総数,7301,,桑折町,,11459,35
2020000000,,2020年,0,,総数,7303,,国見町,,8639,59
2020000000,,2020年,0,,総数,7308,,川俣町,,12170,105
2020000000,,2020年,0,,総数,7322,,大玉村,,8900,47
2020000000,,2020年,0,,総数,7342,,鏡石町,,12318,50
2020000000,,2020年,0,,総数,7344,,天栄村,,5194,56
2020000000,,2020年,0,,総数,7362,,下郷町,,5264,15
2020000000,,2020年,0,,総数,7364,,檜枝岐村,,504,NA
2020000000,,2020年,0,,総数,7367,,只見町,,4044,30
2020000000,,2020年,0,,総数,7368,,南会津町,,14451,68
2020000000,,2020年,0,,総数,7402,,北塩原村,,2556,35
2020000000,,2020年,0,,総数,7405,,西会津町,,5770,38
2020000000,,2020年,0,,総数,7407,,磐梯町,,3322,9
2020000000,,2020年,0,,総数,7408,,猪苗代町,,13552,64
2020000000,,2020年,0,,総数,7421,,会津坂下町,,15068,127
2020000000,,2020年,0,,総数,7422,,湯川村,,3081,8
2020000000,,2020年,0,,総数,7423,,柳津町,,3081,7
2020000000,,2020年,0,,総数,7444,,三島町,,1452,8
2020000000,,2020年,0,,総数,7445,,金山町,,1862,11
2020000000,,2020年,0,,総数,7446,,昭和村,,1246,4
2020000000,,2020年,0,,総数,7447,,会津美里町,,19014,38
2020000000,,2020年,0,,総数,7461,,西郷村,,20808,243
2020000000,,2020年,0,,総数,7464,,泉崎村,,6213,118
2020000000,,2020年,0,,総数,7465,,中島村,,4885,35
2020000000,,2020年,0,,総数,7466,,矢吹町,,17287,163
2020000000,,2020年,0,,総数,7481,,棚倉町,,13343,71
2020000000,,2020年,0,,総数,7482,,矢祭町,,5392,23
2020000000,,2020年,0,,総数,7483,,塙町,,8302,87
2020000000,,2020年,0,,総数,7484,,鮫川村,,3049,18
2020000000,,2020年,0,,総数,7501,,石川町,,14644,108
2020000000,,2020年,0,,総数,7502,,玉川村,,6392,71
2020000000,,2020年,0,,総数,7503,,平田村,,5826,120
2020000000,,2020年,0,,総数,7504,,浅川町,,6036,23
2020000000,,2020年,0,,総数,7505,,古殿町,,4825,58
2020000000,,2020年,0,,総数,7521,,三春町,,17018,58
2020000000,,2020年,0,,総数,7522,,小野町,,9471,142
2020000000,,2020年,0,,総数,7541,,広野町,,5412,75
2020000000,,2020年,0,,総数,7542,,楢葉町,,3710,22
2020000000,,2020年,0,,総数,7543,,富岡町,,2128,10
2020000000,,2020年,0,,総数,7544,,川内村,,2044,32
2020000000,,2020年,0,,総数,7545,,大熊町,,847,1
2020000000,,2020年,0,,総数,7546,,双葉町,,NA,NA
2020000000,,2020年,0,,総数,7547,,浪江町,,1923,5
2020000000,,2020年,0,,総数,7548,,葛尾村,,420,4
2020000000,,2020年,0,,総数,7561,,新地町,,7905,50
2020000000,,2020年,0,,総数,7564,,飯舘村,,1318,19
2020000000,,2020年,0,,総数,8000,,茨城県,,2867009,57819
2020000000,,2020年,0,,総数,8201,,水戸市,,270685,2818
2020000000,,2020年,0,,総数,8202,,日立市,,174508,1493
2020000000,,2020年,0,,総数,8203,,土浦市,,142074,3650
2020000000,,2020年,0,,総数,8204,,古河市,,139344,3020
2020000000,,2020年,0,,総数,8205,,石岡市,,73061,1011
2020000000,,2020年,0,,総数,8207,,結城市,,50645,2057
2020000000,,2020年,0,,総数,8208,,龍ケ崎市,,76420,1910
2020000000,,2020年,0,,総数,8210,,下妻市,,42521,1948
2020000000,,2020年,0,,総数,8211,,常総市,,60834,4755
2020000000,,2020年,0,,総数,8212,,常陸太田市,,48602,174
2020000000,,2020年,0,,総数,8214,,高萩市,,27699,194
2020000000,,2020年,0,,総数,8215,,北茨城市,,41801,341
2020000000,,2020年,0,,総数,8216,,笠間市,,73173,672
2020000000,,2020年,0,,総数,8217,,取手市,,104524,1392
2020000000,,2020年,0,,総数,8219,,牛久市,,84651,1373
2020000000,,2020年,0,,総数,8220,,つくば市,,241656,6556
2020000000,,2020年,0,,総数,8221,,ひたちなか市,,156581,1578
2020000000,,2020年,0,,総数,8222,,鹿嶋市,,66950,879
2020000000,,2020年,0,,総数,8223,,潮来市,,27604,342
2020000000,,2020年,0,,総数,8224,,守谷市,,68421,1127
2020000000,,2020年,0,,総数,8225,,常陸大宮市,,39267,243
2020000000,,2020年,0,,総数,8226,,那珂市,,53502,253
2020000000,,2020年,0,,総数,8227,,筑西市,,100753,2371
2020000000,,2020年,0,,総数,8228,,坂東市,,52265,2242
2020000000,,2020年,0,,総数,8229,,稲敷市,,39039,1022
2020000000,,2020年,0,,総数,8230,,かすみがうら市,,40087,1016
2020000000,,2020年,0,,総数,8231,,桜川市,,39122,284
2020000000,,2020年,0,,総数,8232,,神栖市,,95454,2656
2020000000,,2020年,0,,総数,8233,,行方市,,32185,931
2020000000,,2020年,0,,総数,8234,,鉾田市,,45953,2474
2020000000,,2020年,0,,総数,8235,,つくばみらい市,,49872,424
2020000000,,2020年,0,,総数,8236,,小美玉市,,48870,1300
2020000000,,2020年,0,,総数,8302,,茨城町,,31401,547
2020000000,,2020年,0,,総数,8309,,大洗町,,15715,704
2020000000,,2020年,0,,総数,8310,,城里町,,18097,66
2020000000,,2020年,0,,総数,8341,,東海村,,37891,285
2020000000,,2020年,0,,総数,8364,,大子町,,15736,82
2020000000,,2020年,0,,総数,8442,,美浦村,,14602,303
2020000000,,2020年,0,,総数,8443,,阿見町,,48553,865
2020000000,,2020年,0,,総数,8447,,河内町,,8231,107
2020000000,,2020年,0,,総数,8521,,八千代町,,21026,1073
2020000000,,2020年,0,,総数,8542,,五霞町,,8093,145
2020000000,,2020年,0,,総数,8546,,境町,,24201,896
2020000000,,2020年,0,,総数,8564,,利根町,,15340,240
2020000000,,2020年,0,,総数,9000,,栃木県,,1933146,37408
2020000000,,2020年,0,,総数,9201,,宇都宮市,,518757,8003
2020000000,,2020年,0,,総数,9202,,足利市,,144746,4518
2020000000,,2020年,0,,総数,9203,,栃木市,,155549,3834
2020000000,,2020年,0,,総数,9204,,佐野市,,116228,2690
2020000000,,2020年,0,,総数,9205,,鹿沼市,,94033,1372
2020000000,,2020年,0,,総数,9206,,日光市,,77661,836
2020000000,,2020年,0,,総数,9208,,小山市,,166666,6034
2020000000,,2020年,0,,総数,9209,,真岡市,,78190,3146
2020000000,,2020年,0,,総数,9210,,大田原市,,72087,1010
2020000000,,2020年,0,,総数,9211,,矢板市,,31165,291
2020000000,,2020年,0,,総数,9213,,那須塩原市,,115210,1855
2020000000,,2020年,0,,総数,9214,,さくら市,,44513,381
2020000000,,2020年,0,,総数,9215,,那須烏山市,,24875,227
2020000000,,2020年,0,,総数,9216,,下野市,,59507,599
2020000000,,2020年,0,,総数,9301,,上三川町,,30806,333
2020000000,,2020年,0,,総数,9342,,益子町,,21898,189
2020000000,,2020年,0,,総数,9343,,茂木町,,11891,94
2020000000,,2020年,0,,総数,9344,,市貝町,,11262,173
2020000000,,2020年,0,,総数,9345,,芳賀町,,14961,159
2020000000,,2020年,0,,総数,9361,,壬生町,,39474,503
2020000000,,2020年,0,,総数,9364,,野木町,,24913,325
2020000000,,2020年,0,,総数,9384,,塩谷町,,10354,53
2020000000,,2020年,0,,総数,9386,,高根沢町,,29229,398
2020000000,,2020年,0,,総数,9407,,那須町,,23956,242
2020000000,,2020年,0,,総数,9411,,那珂川町,,15215,143
2020000000,,2020年,0,,総数,10000,,群馬県,,1939110,53432
2020000000,,2020年,0,,総数,10201,,前橋市,,332149,5505
2020000000,,2020年,0,,総数,10202,,高崎市,,372973,5077
2020000000,,2020年,0,,総数,10203,,桐生市,,106445,1579
2020000000,,2020年,0,,総数,10204,,伊勢崎市,,211850,11955
2020000000,,2020年,0,,総数,10205,,太田市,,223014,10992
2020000000,,2020年,0,,総数,10206,,沼田市,,45337,522
2020000000,,2020年,0,,総数,10207,,館林市,,75309,2425
2020000000,,2020年,0,,総数,10208,,渋川市,,74581,709
2020000000,,2020年,0,,総数,10209,,藤岡市,,63261,727
2020000000,,2020年,0,,総数,10210,,富岡市,,47446,797
2020000000,,2020年,0,,総数,10211,,安中市,,54907,477
2020000000,,2020年,0,,総数,10212,,みどり市,,49648,684
2020000000,,2020年,0,,総数,10344,,榛東村,,14216,158
2020000000,,2020年,0,,総数,10345,,吉岡町,,21792,148
2020000000,,2020年,0,,総数,10366,,上野村,,1128,17
2020000000,,2020年,0,,総数,10367,,神流町,,1645,11
2020000000,,2020年,0,,総数,10382,,下仁田町,,6576,31
2020000000,,2020年,0,,総数,10383,,南牧村,,1611,5
2020000000,,2020年,0,,総数,10384,,甘楽町,,12491,154
2020000000,,2020年,0,,総数,10421,,中之条町,,15386,196
2020000000,,2020年,0,,総数,10424,,長野原町,,5095,59
2020000000,,2020年,0,,総数,10425,,嬬恋村,,8850,143
2020000000,,2020年,0,,総数,10426,,草津町,,6049,223
2020000000,,2020年,0,,総数,10428,,高山村,,3511,193
2020000000,,2020年,0,,総数,10429,,東吾妻町,,12728,240
2020000000,,2020年,0,,総数,10443,,片品村,,3993,42
2020000000,,2020年,0,,総数,10444,,川場村,,3480,10
2020000000,,2020年,0,,総数,10448,,昭和村,,6953,436
2020000000,,2020年,0,,総数,10449,,みなかみ町,,17195,222
2020000000,,2020年,0,,総数,10464,,玉村町,,36054,834
2020000000,,2020年,0,,総数,10521,,板倉町,,14083,257
2020000000,,2020年,0,,総数,10522,,明和町,,10882,241
2020000000,,2020年,0,,総数,10523,,千代田町,,10861,337
2020000000,,2020年,0,,総数,10524,,大泉町,,42089,7392
2020000000,,2020年,0,,総数,10525,,邑楽町,,25522,634
2020000000,,2020年,0,,総数,11000,,埼玉県,,7344765,161439
2020000000,,2020年,0,,総数,11100,,さいたま市,,1324025,22845
2020000000,,2020年,0,,総数,11101,,さいたま市西区,,93499,923
2020000000,,2020年,0,,総数,11102,,さいたま市北区,,149242,2064
2020000000,,2020年,0,,総数,11103,,さいたま市大宮区,,117784,2359
2020000000,,2020年,0,,総数,11104,,さいたま市見沼区,,165049,2752
2020000000,,2020年,0,,総数,11105,,さいたま市中央区,,103269,1697
2020000000,,2020年,0,,総数,11106,,さいたま市桜区,,98661,2408
2020000000,,2020年,0,,総数,11107,,さいたま市浦和区,,164822,2779
2020000000,,2020年,0,,総数,11108,,さいたま市南区,,191563,4522
2020000000,,2020年,0,,総数,11109,,さいたま市緑区,,128321,1464
2020000000,,2020年,0,,総数,11110,,さいたま市岩槻区,,111815,1877
2020000000,,2020年,0,,総数,11201,,川越市,,354571,5909
2020000000,,2020年,0,,総数,11202,,熊谷市,,194415,3076
2020000000,,2020年,0,,総数,11203,,川口市,,594274,31592
2020000000,,2020年,0,,総数,11206,,行田市,,78617,1417
2020000000,,2020年,0,,総数,11207,,秩父市,,59674,511
2020000000,,2020年,0,,総数,11208,,所沢市,,342464,3865
2020000000,,2020年,0,,総数,11209,,飯能市,,80361,929
2020000000,,2020年,0,,総数,11210,,加須市,,111623,2142
2020000000,,2020年,0,,総数,11211,,本庄市,,78569,2403
2020000000,,2020年,0,,総数,11212,,東松山市,,91791,2454
2020000000,,2020年,0,,総数,11214,,春日部市,,229792,3442
2020000000,,2020年,0,,総数,11215,,狭山市,,148699,2327
2020000000,,2020年,0,,総数,11216,,羽生市,,52862,1210
2020000000,,2020年,0,,総数,11217,,鴻巣市,,116828,1611
2020000000,,2020年,0,,総数,11218,,深谷市,,141268,2611
2020000000,,2020年,0,,総数,11219,,上尾市,,226940,3225
2020000000,,2020年,0,,総数,11221,,草加市,,248304,7147
2020000000,,2020年,0,,総数,11222,,越谷市,,341621,6547
2020000000,,2020年,0,,総数,11223,,蕨市,,74283,6293
2020000000,,2020年,0,,総数,11224,,戸田市,,140899,5870
2020000000,,2020年,0,,総数,11225,,入間市,,145651,2023
2020000000,,2020年,0,,総数,11227,,朝霞市,,141083,3578
2020000000,,2020年,0,,総数,11228,,志木市,,75346,1613
2020000000,,2020年,0,,総数,11229,,和光市,,83989,2215
2020000000,,2020年,0,,総数,11230,,新座市,,166017,2985
2020000000,,2020年,0,,総数,11231,,桶川市,,74748,764
2020000000,,2020年,0,,総数,11232,,久喜市,,150582,2655
2020000000,,2020年,0,,総数,11233,,北本市,,65201,514
2020000000,,2020年,0,,総数,11234,,八潮市,,93363,3461
2020000000,,2020年,0,,総数,11235,,富士見市,,111859,1998
2020000000,,2020年,0,,総数,11237,,三郷市,,142145,4309
2020000000,,2020年,0,,総数,11238,,蓮田市,,61499,606
2020000000,,2020年,0,,総数,11239,,坂戸市,,100275,2296
2020000000,,2020年,0,,総数,11240,,幸手市,,50066,979
2020000000,,2020年,0,,総数,11241,,鶴ヶ島市,,70117,1281
2020000000,,2020年,0,,総数,11242,,日高市,,54571,784
2020000000,,2020年,0,,総数,11243,,吉川市,,71979,1558
2020000000,,2020年,0,,総数,11245,,ふじみ野市,,113597,2561
2020000000,,2020年,0,,総数,11246,,白岡市,,52214,535
2020000000,,2020年,0,,総数,11301,,伊奈町,,44841,398
2020000000,,2020年,0,,総数,11324,,三芳町,,38434,717
2020000000,,2020年,0,,総数,11326,,毛呂山町,,35366,523
2020000000,,2020年,0,,総数,11327,,越生町,,11029,124
2020000000,,2020年,0,,総数,11341,,滑川町,,19732,476
2020000000,,2020年,0,,総数,11342,,嵐山町,,17889,569
2020000000,,2020年,0,,総数,11343,,小川町,,28524,269
2020000000,,2020年,0,,総数,11346,,川島町,,19378,333
2020000000,,2020年,0,,総数,11347,,吉見町,,18192,154
2020000000,,2020年,0,,総数,11348,,鳩山町,,13560,133
2020000000,,2020年,0,,総数,11349,,ときがわ町,,10540,176
2020000000,,2020年,0,,総数,11361,,横瀬町,,7979,63
2020000000,,2020年,0,,総数,11362,,皆野町,,9302,62
2020000000,,2020年,0,,総数,11363,,長瀞町,,6807,24
2020000000,,2020年,0,,総数,11365,,小鹿野町,,10928,100
2020000000,,2020年,0,,総数,11369,,東秩父村,,2709,9
2020000000,,2020年,0,,総数,11381,,美里町,,11039,137
2020000000,,2020年,0,,総数,11383,,神川町,,13359,346
2020000000,,2020年,0,,総数,11385,,上里町,,30343,945
2020000000,,2020年,0,,総数,11408,,寄居町,,32374,509
2020000000,,2020年,0,,総数,11442,,宮代町,,34147,385
2020000000,,2020年,0,,総数,11464,,杉戸町,,43845,519
2020000000,,2020年,0,,総数,11465,,松伏町,,28266,327
2020000000,,2020年,0,,総数,12000,,千葉県,,6284480,142177
2020000000,,2020年,0,,総数,12100,,千葉市,,974951,23142
2020000000,,2020年,0,,総数,12101,,千葉市中央区,,211736,4314
2020000000,,2020年,0,,総数,12102,,千葉市花見川区,,177328,3886
2020000000,,2020年,0,,総数,12103,,千葉市稲毛区,,160582,3481
2020000000,,2020年,0,,総数,12104,,千葉市若葉区,,146940,3196
2020000000,,2020年,0,,総数,12105,,千葉市緑区,,129421,1346
2020000000,,2020年,0,,総数,12106,,千葉市美浜区,,148944,6919
2020000000,,2020年,0,,総数,12202,,銚子市,,58431,2137
2020000000,,2020年,0,,総数,12203,,市川市,,496676,15899
2020000000,,2020年,0,,総数,12204,,船橋市,,642907,16915
2020000000,,2020年,0,,総数,12205,,館山市,,45153,284
2020000000,,2020年,0,,総数,12206,,木更津市,,136166,2266
2020000000,,2020年,0,,総数,12207,,松戸市,,498232,15513
2020000000,,2020年,0,,総数,12208,,野田市,,152638,3163
2020000000,,2020年,0,,総数,12210,,茂原市,,86782,1166
2020000000,,2020年,0,,総数,12211,,成田市,,132906,5165
2020000000,,2020年,0,,総数,12212,,佐倉市,,168743,3065
2020000000,,2020年,0,,総数,12213,,東金市,,58219,1371
2020000000,,2020年,0,,総数,12215,,旭市,,63745,1320
2020000000,,2020年,0,,総数,12216,,習志野市,,176197,4034
2020000000,,2020年,0,,総数,12217,,柏市,,426468,7882
2020000000,,2020年,0,,総数,12218,,勝浦市,,16927,165
2020000000,,2020年,0,,総数,12219,,市原市,,269524,5044
2020000000,,2020年,0,,総数,12220,,流山市,,199849,2745
2020000000,,2020年,0,,総数,12221,,八千代市,,199498,5367
2020000000,,2020年,0,,総数,12222,,我孫子市,,130510,1623
2020000000,,2020年,0,,総数,12223,,鴨川市,,32116,507
2020000000,,2020年,0,,総数,12224,,鎌ケ谷市,,109932,1488
2020000000,,2020年,0,,総数,12225,,君津市,,82206,718
2020000000,,2020年,0,,総数,12226,,富津市,,42465,453
2020000000,,2020年,0,,総数,12227,,浦安市,,171362,3691
2020000000,,2020年,0,,総数,12228,,四街道市,,93576,2054
2020000000,,2020年,0,,総数,12229,,袖ケ浦市,,63883,668
2020000000,,2020年,0,,総数,12230,,八街市,,67455,2105
2020000000,,2020年,0,,総数,12231,,印西市,,102609,1956
2020000000,,2020年,0,,総数,12232,,白井市,,62441,1117
2020000000,,2020年,0,,総数,12233,,富里市,,49735,2751
2020000000,,2020年,0,,総数,12234,,南房総市,,35831,362
2020000000,,2020年,0,,総数,12235,,匝瑳市,,35040,407
2020000000,,2020年,0,,総数,12236,,香取市,,72356,841
2020000000,,2020年,0,,総数,12237,,山武市,,48444,907
2020000000,,2020年,0,,総数,12238,,いすみ市,,35544,443
2020000000,,2020年,0,,総数,12239,,大網白里市,,48129,576
2020000000,,2020年,0,,総数,12322,,酒々井町,,20745,445
2020000000,,2020年,0,,総数,12329,,栄町,,20127,247
2020000000,,2020年,0,,総数,12342,,神崎町,,5816,125
2020000000,,2020年,0,,総数,12347,,多古町,,13735,401
2020000000,,2020年,0,,総数,12349,,東庄町,,13228,236
2020000000,,2020年,0,,総数,12403,,九十九里町,,14639,290
2020000000,,2020年,0,,総数,12409,,芝山町,,7033,186
2020000000,,2020年,0,,総数,12410,,横芝光町,,22075,315
2020000000,,2020年,0,,総数,12421,,一宮町,,11897,125
2020000000,,2020年,0,,総数,12422,,睦沢町,,6760,42
2020000000,,2020年,0,,総数,12423,,長生村,,13803,88
2020000000,,2020年,0,,総数,12424,,白子町,,10305,83
2020000000,,2020年,0,,総数,12426,,長柄町,,6721,70
2020000000,,2020年,0,,総数,12427,,長南町,,7198,26
2020000000,,2020年,0,,総数,12441,,大多喜町,,8885,92
2020000000,,2020年,0,,総数,12443,,御宿町,,6874,33
2020000000,,2020年,0,,総数,12463,,鋸南町,,6993,63
2020000000,,2020年,0,,総数,13000,,東京都,,14047594,483372
2020000000,,2020年,0,,総数,13100,,特別区部,,9733276,403171
2020000000,,2020年,0,,総数,13101,,千代田区,,66680,2724
2020000000,,2020年,0,,総数,13102,,中央区,,169179,7385
2020000000,,2020年,0,,総数,13103,,港区,,260486,17409
2020000000,,2020年,0,,総数,13104,,新宿区,,349385,27216
2020000000,,2020年,0,,総数,13105,,文京区,,240069,8457
2020000000,,2020年,0,,総数,13106,,台東区,,211444,14275
2020000000,,2020年,0,,総数,13107,,墨田区,,272085,10767
2020000000,,2020年,0,,総数,13108,,江東区,,524310,28682
2020000000,,2020年,0,,総数,13109,,品川区,,422488,11897
2020000000,,2020年,0,,総数,13110,,目黒区,,288088,8642
2020000000,,2020年,0,,総数,13111,,大田区,,748081,20358
2020000000,,2020年,0,,総数,13112,,世田谷区,,943664,22364
2020000000,,2020年,0,,総数,13113,,渋谷区,,243883,8704
2020000000,,2020年,0,,総数,13114,,中野区,,344880,15391
2020000000,,2020年,0,,総数,13115,,杉並区,,591108,14107
2020000000,,2020年,0,,総数,13116,,豊島区,,301599,25573
2020000000,,2020年,0,,総数,13117,,北区,,355213,20368
2020000000,,2020年,0,,総数,13118,,荒川区,,217475,16814
2020000000,,2020年,0,,総数,13119,,板橋区,,584483,23049
2020000000,,2020年,0,,総数,13120,,練馬区,,752608,18129
2020000000,,2020年,0,,総数,13121,,足立区,,695043,29791
2020000000,,2020年,0,,総数,13122,,葛飾区,,453093,19229
2020000000,,2020年,0,,総数,13123,,江戸川区,,697932,31840
2020000000,,2020年,0,,総数,13201,,八王子市,,579355,11790
2020000000,,2020年,0,,総数,13202,,立川市,,183581,4221
2020000000,,2020年,0,,総数,13203,,武蔵野市,,150149,2911
2020000000,,2020年,0,,総数,13204,,三鷹市,,195391,3411
2020000000,,2020年,0,,総数,13205,,青梅市,,133535,1858
2020000000,,2020年,0,,総数,13206,,府中市,,262790,4893
2020000000,,2020年,0,,総数,13207,,昭島市,,113949,2669
2020000000,,2020年,0,,総数,13208,,調布市,,242614,3980
2020000000,,2020年,0,,総数,13209,,町田市,,431079,6276
2020000000,,2020年,0,,総数,13210,,小金井市,,126074,2456
2020000000,,2020年,0,,総数,13211,,小平市,,198739,4673
2020000000,,2020年,0,,総数,13212,,日野市,,190435,2989
2020000000,,2020年,0,,総数,13213,,東村山市,,151815,2723
2020000000,,2020年,0,,総数,13214,,国分寺市,,129242,2257
2020000000,,2020年,0,,総数,13215,,国立市,,77130,1565
2020000000,,2020年,0,,総数,13218,,福生市,,56414,3080
2020000000,,2020年,0,,総数,13219,,狛江市,,84772,1159
2020000000,,2020年,0,,総数,13220,,東大和市,,83901,1071
2020000000,,2020年,0,,総数,13221,,清瀬市,,76208,1230
2020000000,,2020年,0,,総数,13222,,東久留米市,,115271,2028
2020000000,,2020年,0,,総数,13223,,武蔵村山市,,70829,1472
2020000000,,2020年,0,,総数,13224,,多摩市,,146951,2366
2020000000,,2020年,0,,総数,13225,,稲城市,,93151,1312
2020000000,,2020年,0,,総数,13227,,羽村市,,54326,1313
2020000000,,2020年,0,,総数,13228,,あきる野市,,79292,839
2020000000,,2020年,0,,総数,13229,,西東京市,,207388,4566
2020000000,,2020年,0,,総数,13303,,瑞穂町,,31765,712
2020000000,,2020年,0,,総数,13305,,日の出町,,16958,75
2020000000,,2020年,0,,総数,13307,,檜原村,,2003,5
2020000000,,2020年,0,,総数,13308,,奥多摩町,,4750,48
2020000000,,2020年,0,,総数,13361,,大島町,,7102,86
2020000000,,2020年,0,,総数,13362,,利島村,,327,5
2020000000,,2020年,0,,総数,13363,,新島村,,2441,11
2020000000,,2020年,0,,総数,13364,,神津島村,,1855,5
2020000000,,2020年,0,,総数,13381,,三宅村,,2273,31
2020000000,,2020年,0,,総数,13382,,御蔵島村,,323,10
2020000000,,2020年,0,,総数,13401,,八丈町,,7042,82
2020000000,,2020年,0,,総数,13402,,青ヶ島村,,169,NA
2020000000,,2020年,0,,総数,13421,,小笠原村,,2929,23
2020000000,,2020年,0,,総数,14000,,神奈川県,,9237337,195535
2020000000,,2020年,0,,総数,14100,,横浜市,,3777491,88067
2020000000,,2020年,0,,総数,14101,,横浜市鶴見区,,297437,12225
2020000000,,2020年,0,,総数,14102,,横浜市神奈川区,,247267,6441
2020000000,,2020年,0,,総数,14103,,横浜市西区,,104935,4413
2020000000,,2020年,0,,総数,14104,,横浜市中区,,151388,12708
2020000000,,2020年,0,,総数,14105,,横浜市南区,,198157,9165
2020000000,,2020年,0,,総数,14106,,横浜市保土ケ谷区,,207811,4975
2020000000,,2020年,0,,総数,14107,,横浜市磯子区,,166731,4083
2020000000,,2020年,0,,総数,14108,,横浜市金沢区,,198939,2795
2020000000,,2020年,0,,総数,14109,,横浜市港北区,,358530,6083
2020000000,,2020年,0,,総数,14110,,横浜市戸塚区,,283709,3878
2020000000,,2020年,0,,総数,14111,,横浜市港南区,,215248,2696
2020000000,,2020年,0,,総数,14112,,横浜市旭区,,245174,2695
2020000000,,2020年,0,,総数,14113,,横浜市緑区,,183082,3767
2020000000,,2020年,0,,総数,14114,,横浜市瀬谷区,,122623,1705
2020000000,,2020年,0,,総数,14115,,横浜市栄区,,120194,1075
2020000000,,2020年,0,,総数,14116,,横浜市泉区,,152378,2252
2020000000,,2020年,0,,総数,14117,,横浜市青葉区,,310756,3989
2020000000,,2020年,0,,総数,14118,,横浜市都筑区,,213132,3122
2020000000,,2020年,0,,総数,14130,,川崎市,,1538262,38482
2020000000,,2020年,0,,総数,14131,,川崎市川崎区,,232965,13134
2020000000,,2020年,0,,総数,14132,,川崎市幸区,,171119,4844
2020000000,,2020年,0,,総数,14133,,川崎市中原区,,263683,5240
2020000000,,2020年,0,,総数,14134,,川崎市高津区,,234328,4685
2020000000,,2020年,0,,総数,14135,,川崎市多摩区,,221734,4494
2020000000,,2020年,0,,総数,14136,,川崎市宮前区,,233728,3385
2020000000,,2020年,0,,総数,14137,,川崎市麻生区,,180705,2700
2020000000,,2020年,0,,総数,14150,,相模原市,,725493,13334
2020000000,,2020年,0,,総数,14151,,相模原市緑区,,170207,2935
2020000000,,2020年,0,,総数,14152,,相模原市中央区,,273875,5063
2020000000,,2020年,0,,総数,14153,,相模原市南区,,281411,5336
2020000000,,2020年,0,,総数,14201,,横須賀市,,388078,5081
2020000000,,2020年,0,,総数,14203,,平塚市,,258422,4715
2020000000,,2020年,0,,総数,14204,,鎌倉市,,172710,1401
2020000000,,2020年,0,,総数,14205,,藤沢市,,436905,5198
2020000000,,2020年,0,,総数,14206,,小田原市,,188856,2312
2020000000,,2020年,0,,総数,14207,,茅ヶ崎市,,242389,1753
2020000000,,2020年,0,,総数,14208,,逗子市,,57060,491
2020000000,,2020年,0,,総数,14210,,三浦市,,42069,294
2020000000,,2020年,0,,総数,14211,,秦野市,,162439,3254
2020000000,,2020年,0,,総数,14212,,厚木市,,223705,7283
2020000000,,2020年,0,,総数,14213,,大和市,,239169,6189
2020000000,,2020年,0,,総数,14214,,伊勢原市,,101780,2509
2020000000,,2020年,0,,総数,14215,,海老名市,,136516,2431
2020000000,,2020年,0,,総数,14216,,座間市,,132325,2935
2020000000,,2020年,0,,総数,14217,,南足柄市,,40841,335
2020000000,,2020年,0,,総数,14218,,綾瀬市,,83913,3771
2020000000,,2020年,0,,総数,14301,,葉山町,,31665,234
2020000000,,2020年,0,,総数,14321,,寒川町,,48348,857
2020000000,,2020年,0,,総数,14341,,大磯町,,31634,141
2020000000,,2020年,0,,総数,14342,,二宮町,,27564,174
2020000000,,2020年,0,,総数,14361,,中井町,,9300,329
2020000000,,2020年,0,,総数,14362,,大井町,,17129,120
2020000000,,2020年,0,,総数,14363,,松田町,,10836,80
2020000000,,2020年,0,,総数,14364,,山北町,,9761,73
2020000000,,2020年,0,,総数,14366,,開成町,,18329,156
2020000000,,2020年,0,,総数,14382,,箱根町,,11293,354
2020000000,,2020年,0,,総数,14383,,真鶴町,,6722,56
2020000000,,2020年,0,,総数,14384,,湯河原町,,23426,273
2020000000,,2020年,0,,総数,14401,,愛川町,,39869,2831
2020000000,,2020年,0,,総数,14402,,清川村,,3038,22
2020000000,,2020年,0,,総数,15000,,新潟県,,2201272,15028
2020000000,,2020年,0,,総数,15100,,新潟市,,789275,4672
2020000000,,2020年,0,,総数,15101,,新潟市北区,,72804,469
2020000000,,2020年,0,,総数,15102,,新潟市東区,,134446,800
2020000000,,2020年,0,,総数,15103,,新潟市中央区,,180345,1540
2020000000,,2020年,0,,総数,15104,,新潟市江南区,,67972,342
2020000000,,2020年,0,,総数,15105,,新潟市秋葉区,,75069,249
